FLDNAME,DBSYMBOL,ALIAS,SYMBOLID,PROFID,DESCRIPT,REFCODE,CATEGORY,MISMO_VALUE,SRCENV,REC_CUSTOM,CREATE_DATE,MODIFY_DATE
AdvActIndReasonRef,OTHERBX1,OTHERBX1,31983,,Stores a [Y]es or [N]o flag indicating whether other credit is available.,,,,WGS,N,7/24/2022 22:39,7/24/2022 22:39
AdvActIndReasonRef,OTSDSOUR,OTSDSOUR,31984,,Stores a [Y]es or [N]o flag indicating whether the credit decision is based on the results from a consumer reporting agency.,,,,WGS,N,7/24/2022 22:39,7/24/2022 22:39
AdvActIndReasonRef,PAYMTUNA,PAYMTUNA,31985,,Stores a [Y]es or [N]o flag indicating whether there is an unacceptable payment record on a previous mortgage.,,,,WGS,N,7/24/2022 22:39,7/24/2022 22:39
AdvActIndReasonRef,POORCRED,POORCRED,31986,,Stores a [Y]es or [N]o flag indicating whether there is a poor credit performance history.,,,,WGS,N,7/24/2022 22:39,7/24/2022 22:39
AdvActIndReasonRef,RESLENG,RESLENG,31987,,Stores a [Y]es or [N]o flag indicating whether the period of residence is too short.,,,,WGS,N,7/24/2022 22:39,7/24/2022 22:39
AdvActIndReasonRef,TEMPRES,TEMPRES,31988,,Stores a [Y]es or [N]o flag indicating whether the borrower has a temporary residence.,,,,WGS,N,7/24/2022 22:39,7/24/2022 22:39
AdvActIndReasonRef,VRFYCRDT,VRFYCRDT,31989,,Stores a [Y]es or [N]o flag indicating whether the references are unverifiable.,,,,WGS,N,7/24/2022 22:39,7/24/2022 22:39
AdvActIndReasonRef,VRFYEMPL,VRFYEMPL,31990,,Stores a [Y]es or [N]o flag indicating whether the employment is unverifiable.,,,,WGS,N,7/24/2022 22:39,7/24/2022 22:39
AdvActIndReasonRef,VRFYINCM,VRFYINCM,31991,,Stores a [Y]es or [N]o flag indicating whether the income is unverifiable.,,,,WGS,N,7/24/2022 22:39,7/24/2022 22:39
AdvActIndReasonRef,VRFYRES,VRFYRES,31992,,Stores a [Y]es or [N]o flag indicating whether the residence is unverifiable.,,,,WGS,N,7/24/2022 22:39,7/24/2022 22:39
Adverse Action Types,AA_ANO,Amount of New Obligations,32107,,Amount of New Obligations,Amt of New Oblig,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_BKRPT,Bankruptcy,32114,,Bankruptcy,Bankruptcy,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_CAI,Credit Application Incomplete,32085,,Credit Application Incomplete,Incomplete Applctn,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_CAJ,Collection Action or Judgement,32111,,Collection Action or Judgement,Collection Action,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_CAW,Credit Application Withdrawn,32087,,Credit Application Withdrawn,Credit App Withdrawn,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_DCOO,Delinquent Credit Obligations with Others,32110,,Delinquent Past or Present Credit Obligations with Others,Delinquent Oblightn,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_EORI,Excessive Obligations to Income,32095,, Excessive Obligations in Relation to Income,Income Exc. Obl.,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_EXOB,Excessive Obligations,32105,,Excessive Obligations,Excess Oblig,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_FCRE,Foreclosure Repossession,32113,,Foreclosure Repossession,Foreclosure,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_GAAT,Garnishment or Attachment,32112,,Garnishment or Attachment,Garnishment Ect.,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_IACR,Income Insufficient for Amount of Credit,32094,,Income Insufficient for Amount of Credit Requested,Insuff. Income,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_ICRF,Insufficient Credit File,32103,,Insufficient Credit File,Insuff Credit File,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_IFCL,Insufficient Funds to Close Loan,32116,,Insufficient Funds to Close the Loan,Insuff FundsToClose,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_ILAN,Insufficient Liquid Assets / Net Worth,32096,,Insufficient Liquid Assets and/or Net Worth/ Lack of Cash Reserves,Lack Cash Reserves,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_INCR, Insufficent Number of Credit,32088,, Insufficent Number of Credit References Provided,Insuff. Credit Ref.,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_INDPR,Insufficient Data- Property,32120,,Insufficient Data- Property,Insuff Data Property,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_INSC,Insufficient Collateral Type,32118,,Value or Type of Collateral not Sufficient:,Insuff. Collateral,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_LCCP,Location/Condition of the Collateral Property,32123,,Location or Condition of the Collateral Property (that had an estimated market value of <Appraised Value> on which the Creditor relied and the credit decision was made),LocConOfColPrpty,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_LCE,Limited Credit Experience,32086,,Limited Credit Experience,Limited Credit Exp,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_LOE,Length of Employment,32093,,Length of Employment,Employment Length,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_LOR,Length of Residence,32099,,Length of Residence,Residence Length,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_NCBR,Inquires on Credit Bureau Report,32115,,Number of Inquires on Credit Bureau Report,Numb Credit Inquires,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_NCRF,No Credit File,32102,,No Credit File,No Credit File,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_NCUM,Not Eligible for Credit Union Membership,32108,,Not Eligible for Credit Union Membership,Not Elgbl CU Member,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_NORT,Cannot grant credit on the requested terms and conditions,32117,,We do not grant credit to any applicant on the terms and conditions you have requested.,Never On Req Terms,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_PCRP, Poor Credit Performance with Us,32109,, Poor Credit Performance with Us,Poor Credit Perf.,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_RABC,High Revolving Account Balances,32104,,Revolving Account Balances Too High in Proportion to Credit Limits,Rev Bal Too High,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_TER,Temporary Residence,32100,,Temporary Residence,Temp Residence,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_TIE,Temporary or Irregular Employment,32091,,Temporary or Irregular Employment,Temp. Employment,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_UNAPR,Unacceptable Appraisal,32121,,Unacceptable Appraisal,Unaccept Appraisal,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_UNLE,Unacceptable Leasehold Estate,32122,,Unacceptable Leasehold Estate,Unaccept Leasehold,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_UNPR,Unacceptable Property,32119,,Unacceptable Property,UnacceptableProperty,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_UPR,Unacceptable Payment Record on Previous Mortgage,32097,,Unacceptable Payment Record on Previous Mortgage,Unaccept PrevMtg Pmt,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_UTCR,Unacceptable Type of Credit,32089,,Unacceptable Type of Credit References Provided,Unaccept Credit Ref,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_UVCR,Unable to Verify Credit,32090,,Unable to Verify Credit References,Verify Credit,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_UVE,Unable to Verify Employment,32092,,Unable to Verify Employment,Verify Employment,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_UVID,Unable to Verify Identity,32106,,Unable to Verify Identity,Adv Verify Identity,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_UVIN,Unable to Verify Income,32098,,Unable to Verify Income,Adv Verify Income,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Adverse Action Types,AA_UVR,Unable to Verify Residence,32101,,Unable to Verify Residence,Verify Residence,,,WGS,N,10/3/2022 21:27,10/31/2022 0:14
Affl Loan Selection,AFLS_N,Non Affiliate Loan,32018,,Non Affiliate Loan,,,,WGS,N,10/7/2022 7:20,10/7/2022 7:20
Affl Loan Selection,AFLS_Y,Affiliate Loan,32019,,Affiliate Loan,,,,WGS,N,10/7/2022 7:20,10/7/2022 7:20
Affordable Product,AP_AG5,Affordable Gold 5,86,,Affordable Gold 5,1,0,,,,9/12/2018 16:14,6/11/2020 2:21
Affordable Product,AP_AG97,Affordable Gold 97,87,,Affordable Gold 97,3,0,,,,9/12/2018 16:14,6/11/2020 2:21
Affordable Product,AP_NAP,Not Affordable Prdct,88,,Not Affordable Prdct,0,0,,,,9/12/2018 16:14,6/11/2020 2:21
Affordable Product,AP_SFA5,Spec Negot Afford 5,89,,Spec Negot Afford 5,4,0,,,,9/12/2018 16:14,6/11/2020 2:21
Affordable Product,AP_SNA32,Spec Negot Afford 32,90,,Spec Negot Afford 32,5,0,,,,9/12/2018 16:14,6/11/2020 2:21
Agency SPL Products,AGCY_CLT,Comnty Land Trusts,21197,,Community Land Trusts,,,,,,9/12/2018 16:14,6/11/2020 2:21
Agency SPL Products,AGCY_CSP,Comty Sc Subzd SlPri,21198,,Community Seconds with a Subsidized Sales Price,,,,,,9/12/2018 16:14,6/11/2020 2:21
Agency SPL Products,ASP_LRR,Ln wit Resal Restrct,21196,,Loans with Resale Restrictions,,,,,,9/12/2018 16:14,6/11/2020 2:21
AlloyFraudOutcomes,AF_APPR,Approved,32191,,Alloy Fraud Approved,,,,WGS,N,10/29/2022 11:12,11/13/2022 7:12
AlloyFraudOutcomes,AF_DENI,Denied,32192,,Alloy Fraud Denied,,,,WGS,N,10/29/2022 11:12,11/13/2022 7:12
AlloyFraudOutcomes,AF_MRVIW,Manual Review,32193,,Alloy Fraud Manual Review,,,,WGS,N,10/29/2022 11:12,11/13/2022 7:12
Amortization SubType,ASTCLNEG,Classic Neg Am,5895,,Classic Negative Amortization,2,0,,,,9/12/2018 16:14,6/11/2020 2:21
Amortization SubType,ASTDSCFN,Dsc Neg Am Fully Am,5898,,Pay Option ARM,,,,,,,
Amortization SubType,ASTDSCNG,Discount Neg Am,5897,,Pay Option ARM,,,,,,,
Amortization SubType,ASTIONPI,Interest Only Neg PI,5896,,Pay Option IO Neg Am Using Submitted PI Payment as Initial Payment,3,0,,,,9/12/2018 16:14,6/11/2020 2:21
Amortization SubType,ASTMNPIF,Multi Pmt NegPIFully,5900,,Pay Option ARM,,,,,,,
Amortization SubType,ASTMPNPI,Multi Pmt Neg PI,5899,,Pay Option ARM,,,,,,,
Amortization SubType,ASTNONEG,No Neg Amort,5894,,No Negative Amortization,1,0,,,,9/12/2018 16:14,6/11/2020 2:21
Amortization Type,AT_78S,Rule of 78s,91,,Rule of 78s,R78,,Ruleof78s,,,9/12/2018 16:14,6/11/2020 2:21
Amortization Type,AT_ARM,Adj Pymt/Index Based,92,,Adj Pymt/Index Based,1,,AdjustableRate,,,9/12/2018 16:14,6/11/2020 2:21
Amortization Type,AT_FP,Fixed Payment,93,,Fixed Payment,5,,Fixed,,,9/12/2018 16:14,6/11/2020 2:21
Amortization Type,AT_GEM,Growing Equity Mtg,94,,Growing Equity Mtg,4,,GrowingEquityMortgage,,,9/12/2018 16:14,6/11/2020 2:21
Amortization Type,AT_GPARM,Graduated Pymt-ARM,95,,Graduated Pymt-ARM,8,,GraduatedPaymentARM,,,9/12/2018 16:14,6/11/2020 2:21
Amortization Type,AT_GPM,Graduated Pymt Mtg,96,,Graduated Pymt Mtg,6,,GraduatedPaymentMortgage,,,9/12/2018 16:14,6/11/2020 2:21
Amortization Type,AT_OTH,Other Amort Type,97,,Other Amort Type,13,,OtherAmortizationType,,,9/12/2018 16:14,6/11/2020 2:21
Amortization Type,AT_REV,Reverse Mortgage,98,,Reverse Mortgage,RM,,ReverseMortgage,,,9/12/2018 16:14,6/11/2020 2:21
Amortization Type,AT_RI,Rate Improvement,99,45577,Rate Improvement Mortgage,0,0,RateImprovementMortgage,WGS,N,9/12/2018 16:14,11/11/2022 14:46
Amortization Type,AT_SDI,Daily Simple Int,100,,Daily Simple Int,1,,DailySimpleInterest,,,9/12/2018 16:14,6/11/2020 2:21
Amortization Type,AT_SR,Step Rate,101,,Step Rate,14,,Step,,,9/12/2018 16:14,6/11/2020 2:21
AP Assist Type,APT_CC,Closing Costs Assist,102,,Closing Costs Assistance,,,,,,9/12/2018 16:14,6/11/2020 2:21
AP Assist Type,APT_DPMT,Down Payment Assist,103,,Down Payment Assistance,,,,,,9/12/2018 16:14,6/11/2020 2:21
AP Assist Type,APT_MPMT,Monthly Pmt Assist,104,,Monthly Payment Assistance,,,,,,9/12/2018 16:14,6/11/2020 2:21
AP Rate Type,RT_FRGV,Forgivable,105,,Forgivable,,,,,,9/12/2018 16:14,6/11/2020 2:21
AP Rate Type,RT_LNTRM,Loan Term Interest,106,,Loan Term Interest Rate,,,,,,9/12/2018 16:14,6/11/2020 2:21
AP Rate Type,RT_OTHER,Other,107,,Other,,,,,,9/12/2018 16:14,6/11/2020 2:21
AP Rate Type,RT_ZERO,0% Interest,108,,0% Interest Rate,,,,,,9/12/2018 16:14,6/11/2020 2:21
App Dep Payment Type,ADPTACHC,ACH Checking,24670,,ACH Checking,,,,,,9/12/2018 16:14,6/11/2020 2:21
App Dep Payment Type,ADPTACHS,ACH Savings,24671,,ACH Savings,,,,,,9/12/2018 16:14,6/11/2020 2:21
App Dep Payment Type,ADPTCCRD,Credit Card,24672,,Credit Card,,,,,,9/12/2018 16:14,6/11/2020 2:21
App Dep Payment Type,ADPTCHCK,Check,24673,,Check,,,,,,9/12/2018 16:14,6/11/2020 2:21
App Import Status,AI_LNSTS,Loan Status Prevents,13196,,Loan Status Prevents Update,,,,,,9/12/2018 16:14,6/11/2020 2:21
App Import Status,AI_LUPDT,Loan Updated,13194,,Loan Updated,,,,,,9/12/2018 16:14,6/11/2020 2:21
App Import Status,AI_REVRQ,Manual Review Reqd,13195,,Manual Review Required,,,,,,9/12/2018 16:14,6/11/2020 2:21
APP_Date_Mlo,ML_EQ,Equal,19388,,Equal,,,,,,9/12/2018 16:14,6/11/2020 2:21
APP_Date_Mlo,ML_GT,GreaterThan,19389,,GreaterThan,,,,,,9/12/2018 16:14,6/11/2020 2:21
APP_Date_Mlo,ML_LT,LesserThan,19390,,LesserThan,,,,,,9/12/2018 16:14,6/11/2020 2:21
APPLICABLEGUARANTY,APPG_B,Blanket Guaranty,25910,,Blanket Guaranty,,,,WGS,N,3/18/2019 23:20,6/11/2020 2:21
APPLICABLEGUARANTY,APPG_G,Guaranty This Loan Only,25911,,Guaranty this loan only,,,,WGS,N,3/18/2019 23:20,6/11/2020 2:21
APPLICABLEGUARANTY,APPG_O,Other - Explain,25912,,Other,,,,WGS,N,3/18/2019 23:20,6/11/2020 2:21
Appr B2G Lic Type,ABLTCGEN,Certified General,10008,,Certified General,2,,,,,9/12/2018 16:14,6/11/2020 2:21
Appr B2G Lic Type,ABLTCRES,CertifiedResidential,10009,,Certified Residential,3,,,,,9/12/2018 16:14,6/11/2020 2:21
Appr B2G Lic Type,ABLTLICS,Licensed,10007,,Licensed,1,,,,,9/12/2018 16:14,6/11/2020 2:21
Appr B2G Status Code,ABSCQURY,Query,10005,,Query,,,,,,9/12/2018 16:14,6/11/2020 2:21
Appr B2G Status Code,ABSCUPDT,Update,10006,,Update,,,,,,9/12/2018 16:14,6/11/2020 2:21
Appr B2GReq Lic Type,ARLTCGEN,Certified General,10011,,Certified General,2,,,,,9/12/2018 16:14,6/11/2020 2:21
Appr B2GReq Lic Type,ARLTCRES,CertifiedResidential,10012,,Certified Residential,3,,,,,9/12/2018 16:14,6/11/2020 2:21
Appr B2GReq Lic Type,ARLTLICS,Licensed,10010,,Licensed,1,,,,,9/12/2018 16:14,6/11/2020 2:21
Appr Value Indicator,AVI_ACT,Actual,11681,,Actual,1,0,,,,9/12/2018 16:14,6/11/2020 2:21
Appr Value Indicator,AVI_EST,Estimated,11682,,Estimated,2,0,,,,9/12/2018 16:14,6/11/2020 2:21
AppraisalDelDateType,B_MAIL,By Mail,19150,,By Mail,1,,,,,9/12/2018 16:14,6/11/2020 2:21
AppraisalDelDateType,ELEC,Electronically,19151,,Electronically,2,,,,,9/12/2018 16:14,6/11/2020 2:21
AppraisalDelDateType,I_PER,In Person,19152,,In Person,3,,,,,9/12/2018 16:14,6/11/2020 2:21
AppraisalDelDateType,O_MAIL,By Overnight Mail,19414,,By Overnight Mail,4,,,,,9/12/2018 16:14,6/11/2020 2:21
ApprHOAFeesperiodTyp,HOAF_ANN,PERYEAR,27109,,PERYEAR,,,,WGS,N,12/20/2019 13:18,6/11/2020 2:21
ApprHOAFeesperiodTyp,HOAF_MON,PERMONTH,27110,,PERMONTH,,,,WGS,N,12/20/2019 13:18,6/11/2020 2:21
Approval Conditions,AC_BOARD,Board License,6096,,Proof of Board License,,,,,,9/12/2018 16:14,6/11/2020 2:21
Approval Conditions,AC_EANDO,Errors and Omissions,6098,,Errors & Omissions Policy,,,,,,9/12/2018 16:14,6/11/2020 2:21
Approval Conditions,AC_FINL,Financial Statements,6099,,Financial Statements for past ____ years.,,,,,,9/12/2018 16:14,6/11/2020 2:21
Approval Conditions,AC_STLIC,State License,6100,,Proof of State License,,,,,,9/12/2018 16:14,6/11/2020 2:21
Approval Conditions,AC_TAXRT,Tax Returns,6101,,Tax Returns for past ___ years.,,,,,,9/12/2018 16:14,6/11/2020 2:21
Approval Conditions,APC_001,Condition 1,6097,,This is a sample condition,,,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_ARM,ARM Products,6103,,ARM Products,,,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_CAN,Cons Auto New,27454,,Cons Auto New,CLT_AUTO,0,,WGS,N,3/5/2020 8:57,6/11/2020 2:21
Approvals,APP_CAU,Cons Auto Used,27455,,Cons Auto Used,CLT_AUTU,0,,WGS,N,3/5/2020 8:57,6/11/2020 2:21
Approvals,APP_CEQ,Corporate Equity,14759,,Corporate Equity,,0,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_CHEL,Cons HELOC,27456,,Cons HELOC,CLT_HELO,0,,WGS,N,3/5/2020 8:57,6/11/2020 2:21
Approvals,APP_CLIQ,Corporate Liquid,14760,,Corporate Liquid,,0,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_CMAR,Cons Marine,27457,,Cons Marine,CLT_MARN,0,,WGS,N,3/5/2020 8:57,6/11/2020 2:21
Approvals,APP_CMH,Cons Mobile Home,27458,,Cons Mobile Home,CLT_MBHM,0,,WGS,N,3/5/2020 8:57,6/11/2020 2:21
Approvals,APP_CMTG,Corporate Mortgage,14761,,Corporate Mortgage,,0,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_CODP,Cons OD Protection,27459,,Cons OD Protection,CLT_ODP,0,,WGS,N,3/5/2020 8:57,6/11/2020 2:21
Approvals,APP_CONV,Conventional Loan,6108,,Conventional Loan,,,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_CPL,Cons Prime Line,27460,,Cons Prime Line,CLT_PRIM,0,,WGS,N,3/5/2020 8:57,6/11/2020 2:21
Approvals,APP_CPS,Cons Personal Sec,27461,,Cons Personal Secured,CLT_PRSC,0,,WGS,N,3/5/2020 8:57,6/11/2020 2:21
Approvals,APP_CPU,Cons Personal Unsec,27462,,Cons Personal Unsecured,CLT_PUNS,0,,WGS,N,3/5/2020 8:57,6/11/2020 2:21
Approvals,APP_CRV,Cons RV,27463,,Cons RV,CLT_RV,0,,WGS,N,3/5/2020 8:57,6/11/2020 2:21
Approvals,APP_CSEC,Corporate Secured,14762,,Corporate Secured,,0,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_CSL,Cons Share Loan,27464,,Cons Share Loan,CLT_SHAR,0,,WGS,N,3/5/2020 8:57,6/11/2020 2:21
Approvals,APP_CSLC,Cons Sec Line Cred,27465,,Cons Secured Line Of Credit,CLT_SLOC,0,,WGS,N,3/5/2020 8:57,6/11/2020 2:21
Approvals,APP_CULC,Cons Unsec LineCred,27466,,Cons Unsecured Line Of Credit,CLT_ULOC,0,,WGS,N,3/5/2020 8:57,6/11/2020 2:21
Approvals,APP_CUNS,Corporate Unsecured,14763,,Corporate Unsecured,,0,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_DU,DU Loan,6112,,DU Loan,,,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_EEQ,Executive Equity,14764,,Executive Equity,,0,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_ELIQ,Executive Liquid,14765,,Executive Liquid,,0,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_EMTG,Executive Mortgage,14766,,Executive Mortgage,,0,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_ESEC,Executive Secured,14767,,Executive Secured,,0,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_EUNS,Executive Unsecured,14768,,Executive Unsecured,,0,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_FHA,FHA Loan,6117,,FHA Loan,,,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_FMHA,FMHA,6119,,FMHA,,,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_JUMB,Jumbos,6120,,Jumbos,,,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_LEQ,Lender Equity,14769,,Lender Equity,,0,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_LLIQ,Lender Liquid,14770,,Lender Liquid,,0,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_LMTG,Lender Mortgage,14771,,Lender Mortgage,,0,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_LP,LP,6121,,LP,,,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_LSEC,Lender Secured,14772,,Lender Secured,,0,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_LUNS,Lender Unsecured,14773,,Lender Unsecured,,0,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_REON,Refinance Only,32387,,Refinance Only,,,,WGS,N,11/11/2022 5:07,11/11/2022 5:07
Approvals,APP_REQ,Region Equity,14774,,Region Equity,,0,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_RLIQ,Region Liquid,14775,,Region Liquid,,0,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_RMTG,Region Mortgage,14776,,Region Mortgage,,0,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_RSEC,Region Secured,14777,,Region Secured,,0,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_RUNS,Region Unsecured,14778,,Region Unsecured,,0,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_UEQ,Underwriter Equity,14779,,Underwriter Equity,,0,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_UMTG,Underwriter Mortgage,14780,,Underwriter Mortgage,,0,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_VA,VA Loan,6128,,VA Loan,,,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_W1EQ,Wholesale 1 Equity,14781,,Wholesale 1 Equity,,0,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_W1MT,Wholesale 1 Mortgage,14782,,Wholesale 1 Mortgage,,0,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_W2EQ,Wholesale 2 Equity,14783,,Wholesale 2 Equity,,0,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_W2MT,Wholesale 2 Mortgage,14784,,Wholesale 2 Mortgage,,0,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,APP_WIRE,WIRE Approval,28531,,WIRE Approval,,,,WGS,N,4/22/2021 7:14,4/22/2021 7:14
Approvals,CA_001,AOT Tier II,6102,,AOT Tier II,,,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,CA_003,CNT,6104,,CNT,,,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,CA_004,Conv Delegated TPO,6105,,Conv Delegated TPO,,,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,CA_005,Conv Delegated UW,6106,,Conv Delegated UW,,,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,CA_006,Conventional,6107,,Conventional,,,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,CA_007,Conventional TPO,6109,,Conventional TPO,,,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,CA_008,Delayed Delivery,6110,,Delayed Delivery,,,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,CA_009,DO/DU,6111,,DO/DU,,,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,CA_011,Emerging Markets,6113,,Emerging Markets,,,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,CA_013,FHA,6114,,FHA,,,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,CA_014,FHA Govt Delegated,6115,,FHA Govt Delegated,,,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,CA_016,FHA Govt TPO,6116,,FHA Govt TPO,,,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,CA_017,FICO Score Exception,6118,,FICO Score Exception,,,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,CA_018,Mandatory,6122,,Mandatory,,,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,CA_020,Strategic Delivery,6123,,Strategic Delivery,,,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,CA_022,VA,6124,,VA,,,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,CA_023,VA Delegated TPO,6125,,VA Delegated TPO,,,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,CA_024,VA Govt TPO,6127,,VA Govt TPO,,,,,,9/12/2018 16:14,6/11/2020 2:21
Approvals,CA_025,VA Govt Delegated,6126,,VA Govt Delegated,,,,,,9/12/2018 16:14,6/11/2020 2:21
ApprStatus,AP_CNLD,Cancelled,12003,3965,Cancelled,,0,,,,9/12/2018 16:14,6/11/2020 2:21
ApprStatus,AP_HOLD,Hold,13670,2839,Hold,,,,,,9/12/2018 16:14,6/11/2020 2:21
ApprStatus,AP_ORD,Ordered,12006,2841,Ordered,,0,,,,9/12/2018 16:14,6/11/2020 2:21
ApprStatus,AP_RE,Reviewed,12007,2842,Reviewed,,0,,,,9/12/2018 16:14,6/11/2020 2:21
