loan_number,product_type,service_fee,balance,participation_balance_90,date_interest_paid_to,original_loan_to_value_ratio,net_int,price,premium_discount,funds_due
175527146,Refinance From Other Financial Institution,0.25,10139.87,9125.883,4/1/2022,48.63,1.74,99.75,-22.8147075,9105.678545
175742147,Purchase Vehicle,0.25,17917.91,16126.119,4/1/2022,67.61,1.24,99.75,-40.3152975,16089.09078
176049147,Refinance From Other Financial Institution,0.25,13116.5,11804.85,3/31/2022,31.46,2.24,99.75,-29.512125,11780.40911
176570148,Purchase Vehicle,0.25,11878.77,10690.893,4/1/2022,33.65,1.74,99.75,-26.7272325,10667.22366
176571146,Purchase Vehicle,0.25,10457.91,9412.119,4/4/2022,32.1,1.74,99.75,-23.5302975,9389.934764
176596158,Refinance From Other Financial Institution,0.25,27008.27,24307.443,3/22/2022,83.29,1.24,99.75,-60.7686075,24259.88699
176811148,Refinance From Other Financial Institution,0.25,26049.18,23444.262,3/9/2022,48.69,2.24,99.75,-58.610655,23427.37571
176855147,DCU Re-Finance,0.25,19095.64,17186.076,3/17/2022,42.2,1.74,99.75,-42.96519,17160.31572
178096148,Purchase Vehicle,0.25,29812.9,26831.61,3/17/2022,83.63,1.74,99.75,-67.079025,26791.39199
184598150,Refinance From Other Financial Institution,0.25,6950.02,6255.018,4/4/2022,19.56,2.74,99.75,-15.637545,6240.789119
184821152,Purchase Vehicle,0.25,22523.95,20271.555,3/17/2022,58.06,1.24,99.75,-50.6788875,20235.33834
188251151,Own Outright,0.25,11941,10746.9,3/23/2022,51.64,1.24,99.75,-26.86725,10725.50925
193251144,Purchase Vehicle,0.25,38397.69,34557.921,3/28/2022,85.14,3.74,99.75,-86.3948025,34506.93623
193508144,Refinance From Other Financial Institution,0.25,15089.32,13580.388,2/11/2022,52.99,3.24,99.75,-33.95097,13612.73909
196079146,Purchase Vehicle,0.25,30128.91,27116.019,3/21/2022,59.13,1.24,99.75,-67.7900475,27063.88938
196192145,Refinance From Other Financial Institution,0.25,16063.83,14457.447,3/22/2022,50.17,2.24,99.75,-36.1436175,14435.49941
196278143,Purchase Vehicle,0.25,9100.24,8190.216,4/1/2022,34.24,1.74,99.75,-20.47554,8172.083086
196833146,Purchase Vehicle,0.25,27364.8,24628.32,3/29/2022,95.43,1.74,99.75,-61.5708,24577.31576
198518142,Purchase Vehicle,0.25,25205.48,22684.932,3/21/2022,63.83,2.49,99.75,-56.71233,22654.52798
198913154,Refinance From Other Financial Institution,0.25,21425.64,19283.076,4/4/2022,37.12,2.24,99.75,-48.20769,19238.41851
199029147,Purchase Vehicle,0.25,22410.94,20169.846,3/28/2022,84.73,1.74,99.75,-50.424615,20129.0366
199589145,DCU Re-Finance,0.25,22761.8,20485.62,3/11/2022,63.14,1.24,99.75,-51.21405,20453.1966
200421143,Refinance From Other Financial Institution,0.25,16652.15,14986.935,3/21/2022,63.08,1.99,99.75,-37.4673375,14963.35829
202090147,Purchase Vehicle,0.25,23573.43,21216.087,3/31/2022,37.27,1.74,99.75,-53.0402175,21170.12656
203603147,Purchase Vehicle,0.25,18894.27,17004.843,3/24/2022,51.13,1.24,99.75,-42.5121075,16970.41868
204857142,Purchase Vehicle,0.25,20200.55,18180.495,3/12/2022,75.3,1.24,99.75,-45.4512375,18151.10237
205280145,Purchase Vehicle,0.25,31510.48,28359.432,3/28/2022,80.49,1.74,99.75,-70.89858,28302.05271
205618142,DCU Re-Finance,0.25,10053.66,9048.294,3/22/2022,36.56,1.24,99.75,-22.620735,9030.591571
205815148,DCU Re-Finance,0.25,5460,4914,3/29/2022,22.52,1.74,99.75,-12.285,4903.823308
209961142,Purchase Vehicle,0.25,17867.77,16080.993,3/28/2022,54.1,1.24,99.75,-40.2024825,16046.25365
212313143,Purchase Vehicle,0.25,13200.79,11880.711,2/17/2022,35.65,2.99,99.75,-29.7017775,11898.69807
212743143,Purchase Vehicle,0.25,11820.21,10638.189,4/5/2022,63.98,1.49,99.75,-26.5954725,10612.46207
213286146,DCU Re-Finance,0.25,24900.89,22410.801,4/5/2022,59.01,1.24,99.75,-56.0270025,22356.2967
213809142,Purchase Vehicle,0.25,6206.01,5585.409,3/28/2022,19.04,1.99,99.75,-13.9635225,5574.490673
214814144,Purchase Vehicle,0.25,38260.47,34434.423,3/11/2022,61.71,1.24,99.75,-86.0860575,34379.92227
214986142,Own Outright,0.25,20577.76,18519.984,3/10/2022,89.27,1.24,99.75,-46.29996,18491.30086
214986143,Refinance From Other Financial Institution,0.25,19343.04,17408.736,4/6/2022,86.35,1.24,99.75,-43.52184,17365.80558
215136144,Purchase Vehicle,0.25,21240.51,19116.459,3/21/2022,42.76,1.74,99.75,-47.7911475,19084.16004
215199141,Refinance From Other Financial Institution,0.25,22284.41,20055.969,3/15/2022,52.34,2.99,99.75,-50.1399225,20043.61672
216215145,Purchase Vehicle,0.25,28733.31,25859.979,3/28/2022,74.73,1.24,99.75,-64.6499475,25804.11436
217025145,Purchase Vehicle,0.25,11600.34,10440.306,4/4/2022,35.18,1.99,99.75,-26.100765,10415.91287
217346145,Purchase Vehicle,0.25,17124.79,15412.311,3/14/2022,80.21,1.74,99.75,-38.5307775,15391.4136
217839147,Refinance From Other Financial Institution,0.25,22169.55,19952.595,3/15/2022,58.53,2.24,99.75,-49.8814875,19930.87674
218551143,Refinance From Other Financial Institution,0.25,24290.36,21861.324,3/25/2022,53.98,1.24,99.75,-54.65331,21816.32561
219039150,Purchase Vehicle,0.25,18242.32,16418.088,3/25/2022,68,1.74,99.75,-41.04522,16387.2175
219580149,DCU Re-Finance,0.25,17369.15,15632.235,3/30/2022,67.65,2.24,99.75,-39.0805875,15600.8292
219588145,Purchase Vehicle,0.25,11072.12,9964.908,3/21/2022,47.73,2.74,99.75,-24.91227,9952.712591
219814146,Purchase Vehicle,0.25,23804.83,21424.347,3/25/2022,62.48,1.74,99.75,-53.5608675,21384.06336
265994148,Purchase Vehicle,0.25,19013.83,17112.447,3/23/2022,60.7,1.74,99.75,-42.7811175,17081.90245
297659143,Purchase Vehicle,0.25,33042.86,29738.574,3/17/2022,85.05,1.24,99.75,-74.346435,29685.4438
300001155,Purchase Vehicle,0.25,11547.62,10392.858,3/12/2022,62.34,2.24,99.75,-25.982145,10383.45887
300113143,Purchase Vehicle,0.25,25925.73,23333.157,3/15/2022,68.59,1.24,99.75,-58.3328925,23293.05593
300262144,Refinance From Other Financial Institution,0.25,17621.26,15859.134,3/21/2022,60.12,2.99,99.75,-39.647835,15841.57164
300319146,DCU Re-Finance,0.25,13284.07,11955.663,3/23/2022,41.84,2.24,99.75,-29.8891575,11936.7796
300989146,Purchase Vehicle,0.25,2788.57,2509.713,4/6/2022,11.93,1.24,99.75,-6.2742825,2503.523979
301067144,Purchase Vehicle,0.25,32488.39,29239.551,3/30/2022,64.11,1.24,99.75,-73.0988775,29174.39887
301594145,Refinance From Other Financial Institution,0.25,10827.03,9744.327,4/4/2022,44.42,1.99,99.75,-24.3608175,9721.559981
301930142,Refinance From Other Financial Institution,0.25,13164.65,11848.185,3/9/2022,64.85,2.24,99.75,-29.6204625,11839.65106
302256144,Purchase Vehicle,0.25,19365.26,17428.734,3/10/2022,50.4,1.24,99.75,-43.571835,17401.74095
302414144,Purchase Vehicle,0.25,14956.31,13460.679,4/6/2022,38.67,2.99,99.75,-33.6516975,13428.12997
302620145,Refinance From Other Financial Institution,0.25,29096.9,26187.21,4/6/2022,58.57,1.24,99.75,-65.468025,26122.63162
303176146,Refinance From Other Financial Institution,0.25,17617.53,15855.777,3/15/2022,36.86,2.99,99.75,-39.6394425,15846.01158
303650149,Purchase Vehicle,0.25,16090.29,14481.261,4/4/2022,68.4,4.74,99.75,-36.2031525,14450.69959
303714143,Purchase Vehicle,0.25,10881.03,9792.927,3/31/2022,54.82,1.74,99.75,-24.4823175,9771.712569
303721144,Purchase Vehicle,0.25,43976.03,39578.427,4/4/2022,77.85,1.49,99.75,-98.9460675,39484.32793
303898145,Purchase Vehicle,0.25,27685.34,24916.806,3/29/2022,85.85,2.74,99.75,-62.292015,24871.34819
304715166,Purchase Vehicle,0.25,18275.29,16447.761,3/30/2022,62.27,1.49,99.75,-41.1194025,16412.01303
305365144,Refinance From Other Financial Institution,0.25,29927.64,26934.876,3/16/2022,77.51,1.24,99.75,-67.33719,26887.66986
305398141,Purchase Vehicle,0.25,12054.74,10849.266,3/31/2022,45.58,2.99,99.75,-27.123165,10828.36407
305664144,Own Outright,0.25,15136.71,13623.039,4/5/2022,71.57,1.74,99.75,-34.0575975,13590.28026
306316142,Refinance From Other Financial Institution,0.25,16553.43,14898.087,4/1/2022,33.14,2.74,99.75,-37.2452175,14867.55204
306910144,Refinance From Other Financial Institution,0.25,13610.95,12249.855,3/10/2022,73.57,2.24,99.75,-30.6246375,12240.27998
307026155,DCU Re-Finance,0.25,27700,24930,3/24/2022,62.07,1.74,99.75,-62.325,24884.31321
307307143,Refinance From Other Financial Institution,0.25,20158.19,18142.371,3/15/2022,52.46,2.24,99.75,-45.3559275,18122.62315
307505142,Refinance From Other Financial Institution,0.25,16407.03,14766.327,3/12/2022,38.67,2.99,99.75,-36.9158175,14760.86144
309128143,Purchase Vehicle,0.25,26603.25,23942.925,3/23/2022,72.84,1.49,99.75,-59.8573125,23897.72863
310013146,Refinance From Other Financial Institution,0.25,57086.77,51378.093,3/28/2022,76.22,4.49,99.75,-128.4452325,51312.84986
310184146,Refinance From Other Financial Institution,0.25,17884.52,16096.068,3/15/2022,49.78,2.99,99.75,-40.24017,16086.15459
310212143,Purchase Vehicle,0.25,6734.08,6060.672,3/28/2022,39.91,2.99,99.75,-15.15168,6050.48509
311578147,Purchase Vehicle,0.25,14884.08,13395.672,3/11/2022,49.82,2.24,99.75,-33.48918,13384.37927
311910143,Purchase Vehicle,0.25,14090.7,12681.63,3/30/2022,34.01,1.49,99.75,-31.704075,12654.06743
312220142,Purchase Vehicle,0.25,14144.18,12729.762,3/30/2022,56.94,2.74,99.75,-31.824405,12705.58243
313748143,Purchase Vehicle,0.25,15326.09,13793.481,3/19/2022,55.28,2.74,99.75,-34.4837025,13778.67096
315475144,Purchase Vehicle,0.25,6978.23,6280.407,3/18/2022,28.72,2.74,99.75,-15.7010175,6274.135196
316715144,Refinance From Other Financial Institution,0.25,29967.66,26970.894,3/11/2022,63.42,2.24,99.75,-67.427235,26948.15717
320011145,Purchase Vehicle,0.25,13820.83,12438.747,3/15/2022,52.01,1.24,99.75,-31.0968675,12417.36939
320258146,Refinance From Other Financial Institution,0.25,14500.83,13050.747,4/1/2022,58.93,2.74,99.75,-32.6268675,13023.99833
324434142,Purchase Vehicle,0.25,17791.37,16012.233,3/15/2022,48.61,1.24,99.75,-40.0305825,15984.71389
325125143,Purchase Vehicle,0.25,37607.79,33847.011,3/16/2022,72.99,2.24,99.75,-84.6175275,33808.09157
325248144,Purchase Vehicle,0.25,21128.91,19016.019,3/14/2022,33.37,1.74,99.75,-47.5400475,18990.23536
325713149,Purchase Vehicle,0.25,28247.46,25422.714,3/24/2022,59.95,1.49,99.75,-63.556785,25373.68647
326033146,Purchase Vehicle,0.25,18432.61,16589.349,3/11/2022,79.37,2.24,99.75,-41.4733725,16575.36395
326091145,Refinance From Other Financial Institution,0.25,27583.31,24824.979,4/1/2022,68.11,1.24,99.75,-62.0624475,24767.97677
326311144,Purchase Vehicle,0.25,13949.64,12554.676,3/1/2022,43.66,3.24,99.75,-31.38669,12564.52368
326460146,Refinance From Other Financial Institution,0.25,11390.94,10251.846,3/15/2022,61.91,1.74,99.75,-25.629615,10237.4569
326488146,Purchase Vehicle,0.25,14050.73,12645.657,2/28/2022,40.41,2.99,99.75,-31.6141425,12653.40723
326573142,Refinance From Other Financial Institution,0.25,31386.59,28247.931,4/4/2022,77.34,1.24,99.75,-70.6198275,28180.19014
326621148,Purchase Vehicle,0.25,14478.15,13030.335,3/21/2022,51.99,2.24,99.75,-32.5758375,13011.35355
326677145,DCU Re-Finance,0.25,15076.64,13568.976,4/4/2022,30.74,1.74,99.75,-33.92244,13536.99411
326789147,Purchase Vehicle,0.25,26175.97,23558.373,3/14/2022,57.43,1.74,99.75,-58.8959325,23526.43043
327833145,Purchase Vehicle,0.25,42996.48,38696.832,3/9/2022,91.82,1.74,99.75,-96.74208,38653.58697
328125146,Purchase Vehicle,0.25,26745.43,24070.887,3/25/2022,30.66,2.24,99.75,-60.1772175,24029.91373
328138143,Purchase Vehicle,0.25,25675.21,23107.689,3/15/2022,61.02,1.74,99.75,-57.7692225,23075.25593
328156144,Purchase Vehicle,0.25,14279.96,12851.964,4/1/2022,74.57,2.24,99.75,-32.12991,12824.56643
328314163,Purchase Vehicle,0.25,25792.25,23213.025,3/17/2022,44.99,1.24,99.75,-58.0325625,23171.55318
328379146,Refinance From Other Financial Institution,0.25,17760.33,15984.297,3/31/2022,41.52,2.24,99.75,-39.9607425,15951.20294
328588147,Purchase Vehicle,0.25,26502.11,23851.899,3/25/2022,62.03,1.74,99.75,-59.6297475,23807.0509
328838147,Purchase Vehicle,0.25,7617.65,6855.885,3/31/2022,19.08,1.24,99.75,-17.1397125,6840.375673
328856146,Purchase Vehicle,0.25,40946.47,36851.823,3/1/2022,79.82,1.24,99.75,-92.1295575,36806.01568
328872152,Purchase Vehicle,0.25,23836.5,21452.85,3/2/2022,73.63,1.74,99.75,-53.632125,21436.03449
328967147,Purchase Vehicle,0.25,14324.71,12892.239,3/21/2022,63.45,3.24,99.75,-32.2305975,12879.46332
329106144,Purchase Vehicle,0.25,8733.16,7859.844,3/25/2022,46.09,1.74,99.75,-19.64961,7845.06534
329291143,Refinance From Other Financial Institution,0.25,39205.78,35285.202,3/21/2022,72.49,1.24,99.75,-88.213005,35217.36741
329365150,Purchase Vehicle,0.25,62127.55,55914.795,4/5/2022,71.87,2.24,99.75,-139.7869875,55781.87098
329476145,Refinance From Other Financial Institution,0.25,19107.8,17197.02,3/25/2022,81.66,1.24,99.75,-42.99255,17161.62241
329536145,Purchase Vehicle,0.25,19662.91,17696.619,3/18/2022,66.99,2.74,99.75,-44.2415475,17678.94662
329614147,Purchase Vehicle,0.25,20843.92,18759.528,4/4/2022,61.99,1.74,99.75,-46.89882,18715.31205
329753146,DCU Re-Finance,0.25,11288.16,10159.344,4/6/2022,54.08,1.24,99.75,-25.39836,10134.29078
329780143,Purchase Vehicle,0.25,42104.39,37893.951,3/16/2022,86.28,1.24,99.75,-94.7348775,37827.53796
330892144,Refinance From Other Financial Institution,0.25,36740.81,33066.729,4/1/2022,81.33,1.24,99.75,-82.6668225,32990.80235
331115153,DCU Re-Finance,0.25,13943.42,12549.078,3/29/2022,85.54,1.49,99.75,-31.372695,12522.3158
331121147,DCU Re-Finance,0.25,20185.87,18167.283,3/15/2022,43.36,1.24,99.75,-45.4182075,18136.06016
331260146,Refinance From Other Financial Institution,0.25,21169.36,19052.424,3/25/2022,41.19,2.74,99.75,-47.63106,19023.38602
331537145,Purchase Vehicle,0.25,39189.13,35270.217,4/1/2022,80.23,1.24,99.75,-88.1755425,35189.23078
331589149,Purchase Vehicle,0.25,30736.97,27663.273,3/23/2022,94.58,4.24,99.75,-69.1581825,27642.31712
332247141,Purchase Vehicle,0.25,23153.92,20838.528,3/14/2022,66.25,1.24,99.75,-52.09632,20803.42222
332366155,Refinance From Other Financial Institution,0.25,22672.26,20405.034,4/4/2022,46.74,1.74,99.75,-51.012585,20356.93961
332456147,Refinance From Other Financial Institution,0.25,17352.87,15617.583,3/4/2022,50.1,2.99,99.75,-39.0439575,15622.03722
332577156,Purchase Vehicle,0.25,24172.91,21755.619,3/14/2022,64.85,3.74,99.75,-54.3890475,21754.73089
332779144,Purchase Vehicle,0.25,14495.95,13046.355,4/1/2022,67.5,2.24,99.75,-32.6158875,13018.54303
332822150,Purchase Vehicle,0.25,14143.75,12729.375,4/1/2022,43.11,2.24,99.75,-31.8234375,12702.23876
332897152,Purchase Vehicle,0.25,25289.37,22760.433,4/5/2022,71.54,1.74,99.75,-56.9010825,22705.70195
332910149,Purchase Vehicle,0.25,12755.49,11479.941,4/1/2022,34.78,1.24,99.75,-28.6998525,11453.58117
333059148,DCU Re-Finance,0.25,21253.67,19128.303,4/4/2022,74.25,1.49,99.75,-47.8207575,19082.8248
333253145,DCU Re-Finance,0.25,17022.51,15320.259,3/21/2022,73.61,1.24,99.75,-38.3006475,15290.80633
333393147,Purchase Vehicle,0.25,13868.67,12481.803,3/21/2022,45.03,2.74,99.75,-31.2045075,12466.52732
334036148,DCU Re-Finance,0.25,30000,27000,3/16/2022,52.91,2.24,99.75,-67.5,26968.9537
334247144,Refinance From Other Financial Institution,0.25,34025.01,30622.509,4/1/2022,64.14,1.49,99.75,-76.5562725,30553.45314
334399148,Purchase Vehicle,0.25,24502.51,22052.259,3/9/2022,65.96,2.74,99.75,-55.1306475,22045.13582
335176150,Refinance From Other Financial Institution,0.25,8516.78,7665.102,4/5/2022,23.97,1.99,99.75,-19.162755,7646.775056
336862147,Purchase Vehicle,0.25,34030.81,30627.729,4/1/2022,80.22,1.24,99.75,-76.5693225,30557.4027
1073985141,Purchase Vehicle,0.25,14859.67,13373.703,3/15/2022,65.82,2.74,99.75,-33.4342575,13363.35945
2351060147,Purchase Vehicle,0.25,9851.75,8866.575,3/14/2022,34.81,3.24,99.75,-22.1664375,8863.298011
2351326143,Purchase Vehicle,0.25,13708.37,12337.533,3/15/2022,56.24,1.99,99.75,-30.8438325,12322.1601
2351337155,DCU Re-Finance,0.25,12612.79,11351.511,4/1/2022,66.04,1.74,99.75,-28.3787775,11326.37907
2351395142,Purchase Vehicle,0.25,26756.2,24080.58,3/3/2022,71.4,1.74,99.75,-60.20145,24060.55683
2351506159,Purchase Vehicle,0.25,26375.71,23738.139,3/28/2022,69.14,0.74,99.75,-59.3453475,23683.60632
2351506160,Purchase Vehicle,0.25,34110.35,30699.315,4/6/2022,80.26,0.74,99.75,-76.7482875,30623.18911
2351666157,Purchase Vehicle,0.25,51308.67,46177.803,3/25/2022,76.7,1.24,99.75,-115.4445075,46082.75263
2351908147,Purchase Vehicle,0.25,32966.82,29670.138,3/30/2022,98.28,1.74,99.75,-74.175345,29607.27795
2351929149,Refinance From Other Financial Institution,0.25,24462.78,22016.502,3/15/2022,74.24,3.24,99.75,-55.041255,22006.4106
2351931142,Purchase Vehicle,0.25,29983.1,26984.79,2/17/2022,69.57,1.24,99.75,-67.461975,26962.24846
2352615150,Purchase Vehicle,0.25,26592.68,23933.412,3/16/2022,94.97,2.24,99.75,-59.83353,23905.89185
2352894147,Purchase Vehicle,0.25,17601.09,15840.981,3/31/2022,79.91,1.24,99.75,-39.6024525,15805.14566
2352936147,Purchase Vehicle,0.25,10253.64,9228.276,3/30/2022,30.91,2.24,99.75,-23.07069,9209.736014
2352944149,Purchase Vehicle,0.25,27880.85,25092.765,3/30/2022,72.21,2.24,99.75,-62.7319125,25042.3526
2352945141,Purchase Vehicle,0.25,15057.12,13551.408,3/28/2022,61.77,2.24,99.75,-33.87852,13525.84596
2353031149,Purchase Vehicle,0.25,29831.59,26848.431,3/21/2022,74.32,1.24,99.75,-67.1210775,26796.81581
2353074147,Purchase Vehicle,0.25,4143.03,3728.727,4/6/2022,25.11,1.74,99.75,-9.3218175,3719.582936
2353161143,Refinance From Other Financial Institution,0.25,16822.87,15140.583,3/21/2022,53.88,2.24,99.75,-37.8514575,15118.52753
2353277146,Purchase Vehicle,0.25,18980.39,17082.351,4/4/2022,82.17,4.24,99.75,-42.7058775,17045.5982
2353287151,DCU Re-Finance,0.25,10452.03,9406.827,3/31/2022,58.97,1.24,99.75,-23.5170675,9385.546953
2353340144,Purchase Vehicle,0.25,17634.39,15870.951,3/30/2022,57.53,2.74,99.75,-39.6773775,15840.80489
2353364146,Refinance From Other Financial Institution,0.25,13000,11700,3/23/2022,69.15,2.24,99.75,-29.25,11681.52041
2353455150,Purchase Vehicle,0.25,16439.57,14795.613,4/6/2022,70.56,1.24,99.75,-36.9890325,14759.12661
2353556150,Purchase Vehicle,0.25,24974.26,22476.834,4/1/2022,76.03,1.24,99.75,-56.192085,22425.22349
2353610148,DCU Re-Finance,0.25,18128.95,16316.055,3/16/2022,59.73,1.24,99.75,-40.7901375,16287.45944
2353611152,Refinance From Other Financial Institution,0.25,44499.66,40049.694,3/9/2022,88.47,2.24,99.75,-100.124235,40020.84725
2353703141,Purchase Vehicle,0.25,7320.97,6588.873,3/30/2022,55.57,1.74,99.75,-16.4721825,6574.913615
2353864150,DCU Re-Finance,0.25,28638.28,25774.452,3/19/2022,51.72,1.24,99.75,-64.43613,25726.65275
2353939148,Purchase Vehicle,0.25,18015.61,16214.049,1/24/2022,86.1,1.24,99.75,-40.5351225,16213.72472
2353946147,Purchase Vehicle,0.25,7992.81,7193.529,3/28/2022,52.41,1.74,99.75,-17.9838225,7178.974421
2353947148,Purchase Vehicle,0.25,54112.53,48701.277,3/4/2022,81.22,2.24,99.75,-121.7531925,48681.14269
2354178147,Purchase Vehicle,0.25,18380.88,16542.792,4/6/2022,42.7,1.24,99.75,-41.35698,16501.99702
2354196158,DCU Re-Finance,0.25,20500,18450,4/6/2022,60.7,1.24,99.75,-46.125,18404.50179
2354469144,Refinance From Other Financial Institution,0.25,12910.21,11619.189,3/22/2022,50.23,2.24,99.75,-29.0479725,11601.55012
2354491145,Purchase Vehicle,0.25,6391.64,5752.476,3/22/2022,20.36,1.74,99.75,-14.38119,5742.482452
2354559148,Purchase Vehicle,0.25,26000,23400,4/5/2022,59.43,1.24,99.75,-58.5,23343.08992
2354562148,DCU Re-Finance,0.25,27796.1,25016.49,4/5/2022,84.49,1.24,99.75,-62.541225,24955.64853
2354583144,Refinance From Other Financial Institution,0.25,12803.15,11522.835,2/28/2022,78.19,2.24,99.75,-28.8070875,11520.8998
2354609144,Purchase Vehicle,0.25,10884.79,9796.311,3/14/2022,48.11,1.99,99.75,-24.4907775,9784.638628
2354615146,Purchase Vehicle,0.25,12777.67,11499.903,3/23/2022,62.87,3.24,99.75,-28.7497575,11486.46544
2354631144,Purchase Vehicle,0.25,7352.14,6616.926,3/28/2022,47.43,1.74,99.75,-16.542315,6603.538055
2354654143,Refinance From Other Financial Institution,0.25,20500,18450,4/4/2022,53.28,1.24,99.75,-46.125,18405.75538
2354657147,DCU Re-Finance,0.25,12617.86,11356.074,3/31/2022,42.24,1.74,99.75,-28.390185,11331.47332
2354691148,DCU Re-Finance,0.25,11779.75,10601.775,3/21/2022,56.7,1.24,99.75,-26.5044375,10581.39345
2354694144,Refinance From Other Financial Institution,0.25,11640.77,10476.693,3/16/2022,57.41,2.24,99.75,-26.1917325,10464.64624
2354808148,Purchase Vehicle,0.25,24394.42,21954.978,4/6/2022,73.98,1.24,99.75,-54.887445,21900.83642
2354847143,Purchase Vehicle,0.25,15404.17,13863.753,3/15/2022,55.86,2.99,99.75,-34.6593825,13855.21445
2354882146,Own Outright,0.25,13094.59,11785.131,4/4/2022,52.48,2.24,99.75,-29.4628275,11757.83793
