Table Name,Column Name,Column Datatype,Column Null Option,Primary Key
BORDEP,NOPYDBID,nchar(5),NULL,
BORDEP,NOPAYSN,int,NULL,
BORDEP,AGYADD1,nvarchar(35),NULL,
BORDEP,AGYADD2,nvarchar(35),NULL,
BORDEP,AGYCITY,nvarchar(25),NULL,
BORDEP,AGYSTATE,nchar(2),NULL,
BORDEP,AGYZIP,nvarchar(10),NULL,
BORROWER,LNUM,nchar(20),NOT NULL,Yes
BORROWER,BNUM,smallint,NOT NULL,Yes
BORROWER,DBID,nchar(5),NOT NULL,Yes
BORROWER,FNAME,nvarchar(250),NULL,
BORROWER,MNAME,nvarchar(30),NULL,
BORROWER,LNAME,nvarchar(30),NULL,
BORROWER,SSNBR,nvarchar(11),NULL,
BORROWER,AGE,smallint,NULL,
BORROWER,YRSSCHL,smallint,NULL,
BORROWER,S_MARITL,nvarchar(8),NULL,
BORROWER,FRNINFO,nchar(1),NULL,
BORROWER,GENDER,nvarchar(8),NULL,
BORROWER,NUMDEP,smallint,NULL,
BORROWER,DEPAGES,nvarchar(20),NULL,
BORROWER,ADDR1,nvarchar(100),NULL,
BORROWER,ADDR2,nvarchar(100),NULL,
BORROWER,CITY,nvarchar(25),NULL,
BORROWER,STATE,nchar(2),NULL,
BORROWER,ZIP,nvarchar(10),NULL,
BORROWER,YRSPADDR,"decimal(16,6)",NULL,
BORROWER,HPHONE,nvarchar(11),NULL,
BORROWER,PRIMARYB,nchar(1),NULL,
BORROWER,APPNUMB,smallint,NULL,
BORROWER,FIRSTBUY,nchar(1),NULL,
BORROWER,S_OWNSHP,nvarchar(8),NULL,
BORROWER,VOR_ACCT,nvarchar(20),NULL,
BORROWER,VOR_NAME,nvarchar(35),NULL,
BORROWER,OTHINCM,nchar(1),NULL,
BORROWER,COMMUNTY,nchar(1),NULL,
BORROWER,JOINTLY,nchar(1),NULL,
BORROWER,DOB,datetime,NULL,
BORROWER,S_BORTYP,nvarchar(8),NULL,
BORROWER,ALIASES,nvarchar(25),NULL,
BORROWER,S_VESTNG,nvarchar(8),NULL,
BORROWER,PRTENTTL,nchar(1),NULL,
BORROWER,PARTNOTE,nchar(1),NULL,
BORROWER,COUNTY,nvarchar(35),NULL,
BORROWER,CITYFLAG,nchar(1),NULL,
BORROWER,MARBOR,smallint,NULL,
BORROWER,COUNTRY,nvarchar(35),NULL,
BORROWER,RACEDESC,nvarchar(20),NULL,
BORROWER,CAIVR1,nvarchar(20),NULL,
BORROWER,CAIVR2,nvarchar(20),NULL,
BORROWER,LDPGSA1,nvarchar(20),NULL,
BORROWER,LDPGSA2,nvarchar(20),NULL,
BORROWER,POAFLAG,nchar(1),NULL,
BORROWER,ALISDBID,nchar(5),NULL,
BORROWER,ALSERNUM,int,NULL,
BORROWER,WPHONE,nvarchar(11),NULL,
BORROWER,EMAIL,nvarchar(128),NULL,
BORROWER,FAXNUM,nvarchar(11),NULL,
BORROWER,CANADIAN_SSN,nvarchar(10),NULL,
BORROWER,NAME_SUFFIX,nvarchar(5),NULL,
BORROWER,B_1098_IDN,nchar(1),NULL,
BORROWER,QUAL_INCOME,"decimal(16,6)",NULL,
BORROWER,BOR_TIN,nvarchar(15),NULL,
BORROWER,UNPARSED_NAME,nvarchar(250),NULL,
BORROWER,AFFIL_SHARE_IND,nchar(1),NULL,
BORROWER,SSN_CERTIFICATION_IND,nchar(1),NULL,
BORROWER,PHONE_ALLOWED_IND,nchar(1),NULL,
BORROWER,EMAIL_ALLOWED_IND,nchar(1),NULL,
BORROWER,US_MAIL_ALLOWED_IND,nchar(1),NULL,
BORROWER,CARRIER_ROUTE,nvarchar(10),NULL,
BORROWER,OVERALL_CRED_SCORE,int,NULL,
BORROWER,OVERALL_CRED_SCORE_OVR,int,NULL,
BORROWER,CORP_SIGNATURE,nvarchar(120),NULL,
BORROWER,INCBASEEMPTOTAL,"decimal(16,6)",NULL,
BORROWER,INCSELFEMPTOTAL,"decimal(16,6)",NULL,
BORROWER,INCOVERTIMETOTAL,"decimal(16,6)",NULL,
BORROWER,INCBONUSTOTAL,"decimal(16,6)",NULL,
BORROWER,INCCOMMISTOTAL,"decimal(16,6)",NULL,
BORROWER,INCDIVDTOTAL,"decimal(16,6)",NULL,
BORROWER,INCNETRENTOTAL,"decimal(16,6)",NULL,
BORROWER,ATCASHDEPOSITTOTAL,"decimal(16,6)",NULL,
BORROWER,ATCHECKSAVINGSTOTAL,"decimal(16,6)",NULL,
BORROWER,ATSTOCKBONDTOTAL,"decimal(16,6)",NULL,
BORROWER,ATLIFEINSNETTOTAL,"decimal(16,6)",NULL,
BORROWER,ATOTHLIQUIDTOTAL,"decimal(16,6)",NULL,
BORROWER,ATREOTOTAL,"decimal(16,6)",NULL,
BORROWER,ATVESTEDINTTOTAL,"decimal(16,6)",NULL,
BORROWER,ATNETWORTHTOTAL,"decimal(16,6)",NULL,
BORROWER,ATAUTOMOBILE,"decimal(16,6)",NULL,
BORROWER,ATOTHNONLIQTOTAL,"decimal(16,6)",NULL,
BORROWER,INCOTHERTOTAL,"decimal(16,6)",NULL,
BORROWER,ATLIFEINSFACEAMTTOTAL,"decimal(18,3)",NULL,
BORROWER,ATASSETSTOTAL,"decimal(18,3)",NULL,
BORROWER,LTALIMONYCSSMPTOTAL,"decimal(18,3)",NULL,
BORROWER,LTJOBRELATEDEXPTOTAL,"decimal(18,3)",NULL,
BORROWER,LTLIABILITIESTOTAL,"decimal(18,3)",NULL,
BORROWER,LTMONTHLYPAYMNTTOTAL,"decimal(18,3)",NULL,
BORROWER,REOGROSSRENTINCTOTAL,"decimal(18,3)",NULL,
BORROWER,REOMORTANDLIENTOTAL,"decimal(18,3)",NULL,
BORROWER,REOMORTGAGEPAYMNTTOTAL,"decimal(18,3)",NULL,
BORROWER,REOTAXMAINTMISCTOTAL,"decimal(18,3)",NULL,
BORROWER,URLANETWORTH,"decimal(16,6)",NULL,
BORROWER,ELEC_DISC_CONSENT,datetime,NULL,
BORROWER,ELEC_DISC_WITHDRAW,datetime,NULL,
BORROWER,S_IVMETH,nvarchar(8),NULL,
BORROWER,ATALLLIQUIDTOTAL,"decimal(18,3)",NULL,
BORROWER,ATGIFTTOTAL,"decimal(18,3)",NULL,
BORROWER,ATREONETPROCEEDSTOTAL,"decimal(18,3)",NULL,
BORROWER,BORROWED_DWNPMT_AMT,"decimal(18,3)",NULL,
BORROWER,LTNONSUBJDEBTMOTOTAL,"decimal(18,3)",NULL,
BORROWER,LTNONSUBJPAYOFFTOTAL,"decimal(18,3)",NULL,
BORROWER,S_CBSOURCE,nvarchar(8),NULL,
BORROWER,VETERAN,nchar(1),NULL,
BORROWER,ENTITLEMENT,nchar(1),NULL,
BORROWER,LDP_NUMBER,nvarchar(20),NULL,
BORROWER,GSA_NUMBER,nvarchar(20),NULL,
BORROWER,FOREIGN_NATIONAL,nchar(1),NULL,
BORROWER,COUNTRY_OF_INCORP,nvarchar(20),NULL,
BORROWER,EIN,nvarchar(20),NULL,
BORROWER,NLR_NAME,nvarchar(30),NULL,
BORROWER,NLR_REL_DESC,nvarchar(20),NULL,
BORROWER,NLR_PHONE,nchar(11),NULL,
BORROWER,NLR_ADDR1,nvarchar(35),NULL,
BORROWER,NLR_ADDR2,nvarchar(35),NULL,
BORROWER,NLR_CITY,nvarchar(25),NULL,
BORROWER,NLR_STATE,nchar(2),NULL,
BORROWER,NLR_POSTALCODE,nchar(10),NULL,
BORROWER,EXEMPTSSN,nchar(1),NULL,
BORROWER,FHA_CLASSIFICATION,nvarchar(8),NULL,
BORROWER,LDP_YN,nchar(1),NULL,
BORROWER,GSA_YN,nchar(1),NULL,
BORROWER,OVERALL_CS_SOURCE,nvarchar(35),NULL,
BORROWER,DISPLAY_NAME,nvarchar(250),NULL,
BORROWER,NON_INDIV_BORR_NAME,nvarchar(250),NULL,
BORROWER,S_LEGAL_ENTITY_TYPE,nvarchar(8),NULL,
BORROWER,S_LEGAL_ENTITY_TYP_OTH,nvarchar(8),NULL,
BORROWER,ULDD_TAXPAYER_ID,nvarchar(9),NULL,
BORROWER,INCLUDE_IN_PROFORMA,nchar(1),NULL,
BORROWER,FADDR_INDICATOR,nchar(1),NULL,
BORROWER,DBA_NAME,nvarchar(45),NULL,
BORROWER,STATE_OF_INCORP,nchar(2),NULL,
BORROWER,INMILITARY,nchar(1),NULL,
BORROWER,BORRDISABLD,nchar(1),NULL,
BORROWER,RECORD_CREATED,nvarchar(35),NULL,
BORROWER,HUD_APPROVED,nchar(2),NULL,
BORROWER,VERIFYSSN,nchar(1),NULL,
BORROWER,BORR_CS_RANK_PERCENT,int,NULL,
BORROWER,YRS_AT_PRSNT,int,NULL,
BORROWER,MNTHS_AT_PRSNT,int,NULL,
BORROWER,BORR_COVERED,nchar(1),NULL,
BORROWER,S_COV_BORR_STATUS,nvarchar(8),NULL,
BORROWER,BORR_VERBDISC,nchar(1),NULL,
BORROWER,MLACERTID,nvarchar(50),NULL,
BORROWER,S_BOR_UNIT_TYPE,nvarchar(8),NULL,
BORROWER,BOR_UNIT_NUM,nvarchar(12),NULL,
BORROWER,BOR_COUNTRY,nvarchar(35),NULL,
BORROWER,BOR_COUNTRY_CODE,nvarchar(3),NULL,
BORROWER,BORR_QUAL_INC_SOURCE,nchar(1),NULL,
BORROWER,CREDIT_SCORE_MODEL,nvarchar(25),NULL,
BORROWER,CREDITSCORE_MODEL_OTHDESC,nvarchar(100),NULL,
BORROWER,BORR_FRAUD_SCORE,int,NULL,
BORROWER,FURNISH_GENDER_INFO_YN,nchar(1),NULL,
BORROWER,COLLD_BY_OBSRVTION_GENDER_YN,nchar(1),NULL,
BORROWER,COLLD_BY_OBSRVTION_RACE_YN,nchar(1),NULL,
BORROWER,COLLD_BY_OBSRVTION_ETH_YN,nchar(1),NULL,
BORROWER,SEX_MALE,nchar(1),NULL,
BORROWER,SEX_FEMALE,nchar(1),NULL,
BORROWER,COPIED_MAIL_ADDRESS,nchar(1),NULL,
BORROWER,CHECK_ALIAS,nchar(1),NULL,
BORROWER,S_PARTY_TYPE,nvarchar(8),NULL,
BORROWER,S_CITIZENSHIP,nvarchar(8),NULL,
BORROWER,S_UNMARRIED,nvarchar(8),NULL,
BORROWER,ATTR_PORTAL_REG,nchar(1),NULL,
BORROWER,ATTR_COUNSELING_REQUIRED,nchar(1),NULL,
BORROWER,ATTR_CHILD_CARE,nchar(1),NULL,
BORROWER,ATTR_GUARANTOR,nchar(1),NULL,
BORROWER,ATTR_GUARDIANSHIP,nchar(1),NULL,
BORROWER,ATTR_SOLE_PROPRIETOR,nchar(1),NULL,
BORROWER,S_UNMARRIED_RLTNSHIP,nvarchar(8),NULL,
BORROWER,UNMARRIED_RLTNSHIP_STATE,nvarchar(2),NULL,
BORROWER,UNMARRIED_RLTNSHIP_OTHERDESC,nvarchar(128),NULL,
BORROWER,RETIRED_BORROWER,nchar(1),NULL,
BORROWER,BOR_STATE_FOREIGN,nvarchar(35),NULL,
BORROWER,BOR_POSTCODE,nvarchar(12),NULL,
BORROWER,COUNTRY_OF_INCORP_CODE,nvarchar(12),NULL,
BORROWER,EMAIL_CONSENT,nchar(1),NULL,
BORROWER,SMS_CONSENT,nchar(1),NULL,
BORROWER,OVERALL_CS_SOURCE_OVR,nvarchar(35),NULL,
BORROWER,IS_DEALER_EMPLOYEE,nchar(1),NULL,
BORROWER,LIVE_RENT_FREE_ENUMS,nvarchar(8),NULL,
BTTNCODE,FLDNAME,nvarchar(20),NOT NULL,Yes
BTTNCODE,BUTTID,nvarchar(10),NOT NULL,Yes
BTTNCODE,DBCODE,nvarchar(8),NULL,
BTTNCODE,SRCENV,nvarchar(5),NULL,
BTTNCODE,REC_CUSTOM,nchar(1),NULL,
BTTNCODE,CREATE_DATE,datetime,NULL,
BTTNCODE,MODIFY_DATE,datetime,NULL,
BUSYMXREF,S_MASTER,nvarchar(8),NOT NULL,Yes
BUSYMXREF,S_SLAVE,nvarchar(8),NOT NULL,Yes
BUSYMXREF,MASTER_FLD_NAME,nvarchar(20),NOT NULL,Yes
BUSYMXREF,SLAVE_FLD_NAME,nvarchar(20),NOT NULL,Yes
BUYDOWNS,LNUM,nchar(20),NOT NULL,Yes
BUYDOWNS,BUYPLEDG,"decimal(16,6)",NULL,
BUYDOWNS,CONTAMT2,"decimal(18,3)",NULL,
BUYDOWNS,CONTRIB3,nvarchar(30),NULL,
BUYDOWNS,CONTAMT3,"decimal(18,3)",NULL,
BUYDOWNS,CONTRIB4,nvarchar(30),NULL,
BUYDOWNS,CONTAMT4,"decimal(18,3)",NULL,
BUYDOWNS,BUYFINAN,nchar(1),NULL,
BUYDOWNS,FORCOMMT,nvarchar(40),NULL,
BUYDOWNS,FORCOMNM,nvarchar(20),NULL,
BUYDOWNS,MASTERDT,datetime,NULL,
BUYDOWNS,CONTAMT1,"decimal(18,3)",NULL,
BUYDOWNS,BUYERSUBPCTG,"decimal(16,6)",NULL,
BUYDOWNS,LENDERSUBPCTG,"decimal(16,6)",NULL,
BUYDOWNS,SELLERSUBPCTG,"decimal(16,6)",NULL,
BUYDOWNS,THIRDSUBPCTG,"decimal(16,6)",NULL,
BUYDOWNS,REFBUYER,nchar(1),NULL,
BUYDOWNS,REFLENDER,nchar(1),NULL,
BUYDOWNS,REFSELLER,nchar(1),NULL,
BUYDOWNS,REFTHIRD,nchar(1),NULL,
BUYDOWNS,USEORGFACT,nchar(1),NULL,
BUYDOWNS,CONTAMT1OVRD,"decimal(18,3)",NULL,
BUYDOWNS,CONTAMT2OVRD,"decimal(18,3)",NULL,
BUYDOWNS,CONTAMT3OVRD,"decimal(18,3)",NULL,
BUYDOWNS,CONTAMT4OVRD,"decimal(18,3)",NULL,
BUYDOWNS,THIRD_PARTY_TYPE,nchar(1),NULL,
BUYDOWNS,THIRD_PARTY_CONTACT,nvarchar(50),NULL,
BUYDOWNS,THIRD_PARTY_ADDR1,nvarchar(35),NULL,
BUYDOWNS,THIRD_PARTY_CITY,nvarchar(35),NULL,
BUYDOWNS,THIRD_PARTY_STATE,nchar(2),NULL,
BUYDOWNS,THIRD_PARTY_ZIP,nvarchar(10),NULL,
BUYDOWNS,BUYDOWN_DURATION,int,NULL,
BYDNFCTS,DBCODE,nvarchar(8),NOT NULL,Yes
BYDNFCTS,IORDER,smallint,NOT NULL,Yes
BYDNFCTS,TERM,smallint,NULL,
BYDNFCTS,PCNT,"decimal(16,6)",NULL,
BYDNFCTS,PAYMENT,"decimal(16,6)",NULL,
BYDNFCTS,SRCENV,nvarchar(5),NULL,
BYDNFCTS,REC_CUSTOM,nchar(1),NULL,
BYDNFCTS,CREATE_DATE,datetime,NULL,
BYDNFCTS,MODIFY_DATE,datetime,NULL,
BYDNSTUP,DBCODE,nvarchar(8),NOT NULL,Yes
BYDNSTUP,BYDNTYPE,nchar(1),NULL,
BYDNSTUP,SRCENV,nvarchar(5),NULL,
BYDNSTUP,REC_CUSTOM,nchar(1),NULL,
BYDNSTUP,CREATE_DATE,datetime,NULL,
BYDNSTUP,MODIFY_DATE,datetime,NULL,
CB_ALERT,BOR_NUM,int,NOT NULL,Yes
CB_ALERT,BOR_DBID,nchar(5),NOT NULL,Yes
CB_ALERT,LNUM,nchar(20),NOT NULL,Yes
CB_ALERT,CBSOURCE,nvarchar(10),NOT NULL,Yes
CB_ALERT,CNTR,int,NOT NULL,Yes
CB_ALERT,DBID,nchar(5),NOT NULL,Yes
CB_ALERT,CB_NAME,nchar(25),NULL,
CB_ALERT,ADDR_TYPE,nchar(1),NULL,
CB_ALERT,MSG_TYPE,nchar(1),NULL,
CB_ALERT,CONDITION,nchar(1),NULL,
CB_ALERT,NUM_INQRY,nvarchar(2),NULL,
CB_ALERT,APPLIES2,nchar(1),NULL,
CB_ALERT,GFS_CLEARED,nchar(1),NULL,
CB_ALERT,GFS_CLEARCOMSER,int,NULL,
CB_ALERT,GFS_CLEARCOMDBID,nchar(5),NULL,
CB_BOR,CB_LNUM,nchar(20),NOT NULL,Yes
CB_BOR,CB_SRC,nchar(10),NOT NULL,Yes
CB_BOR,BORNUM,int,NOT NULL,Yes
CB_BOR,BORDBID,nchar(5),NOT NULL,Yes
CB_BOR,CB_DBID,nchar(5),NOT NULL,
CB_BOR,CB_COUNT,int,NOT NULL,
CB_BOR,PRI_BNUM,smallint,NULL,
CB_BOR,SEC_BNUM,smallint,NULL,
CB_BOR,PRI_SSN,nchar(20),NULL,
CB_BOR,SEC_SSN,nchar(20),NULL,
CB_BOR,PRI_FNAM,nchar(20),NULL,
CB_BOR,PRI_MNAM,nchar(20),NULL,
CB_BOR,PRI_LNAM,nchar(30),NULL,
CB_BOR,PRI_SNAM,nchar(10),NULL,
CB_BOR,SEC_FNAM,nchar(20),NULL,
CB_BOR,SEC_MNAM,nchar(20),NULL,
CB_BOR,SEC_LNAM,nchar(30),NULL,
CB_BOR,SEC_SNAM,nchar(10),NULL,
CB_BOR,PRI_AGE,nchar(10),NULL,
CB_BOR,SEC_AGE,nchar(10),NULL,
CB_BOR,PRI_DTH,datetime,NULL,
CB_BOR,SEC_DTH,datetime,NULL,
CB_BOR,PRI_PHON,nvarchar(25),NULL,
CB_BOR,SEC_PHON,nvarchar(25),NULL,
CB_BOR,FILEDATE,datetime,NULL,
CB_BOR,LASTACT,datetime,NULL,
CB_BOR,REPTDATE,datetime,NULL,
CB_BOR,CONTACT,nchar(80),NULL,
CB_BOR,CNTCTNUM,nchar(80),NULL,
CB_BOR,PRI_LOAN,nchar(1),NULL,
CB_BSEL,LNUM,nchar(20),NOT NULL,Yes
CB_BSEL,CBSOURCE,nchar(10),NOT NULL,Yes
CB_BSEL,PRI_BNUM,int,NOT NULL,Yes
CB_BSEL,PRI_DBID,nchar(5),NOT NULL,Yes
CB_BSEL,SEC_BNUM,int,NULL,
CB_BSEL,SEC_DBID,nchar(5),NULL,
CB_CODE,CBSOURCE,nvarchar(10),NOT NULL,Yes
CB_CODE,CODE,nvarchar(100),NOT NULL,Yes
CB_CODE,CODETYPE,nvarchar(100),NOT NULL,Yes
CB_CODE,CODECAT,nvarchar(100),NOT NULL,Yes
CB_CODE,MAJDEROG,nchar(1),NULL,
CB_CODE,MINDEROG,nchar(1),NULL,
CB_CODE,SRCENV,nvarchar(5),NULL,
CB_CODE,REC_CUSTOM,nchar(1),NULL,
CB_CODE,CREATE_DATE,datetime,NULL,
CB_CODE,MODIFY_DATE,datetime,NULL,
CB_COLCT,LNUM,nchar(20),NOT NULL,Yes
CB_COLCT,CBSOURCE,nchar(10),NOT NULL,Yes
CB_COLCT,BOR_NUM,int,NOT NULL,Yes
CB_COLCT,BOR_DBID,nchar(5),NOT NULL,Yes
CB_COLCT,CNTR,int,NOT NULL,Yes
CB_COLCT,DBID,nchar(5),NOT NULL,Yes
CB_COLCT,CB_NAME,nchar(25),NULL,
CB_COLCT,RPT_DATE,datetime,NULL,
CB_COLCT,ASSND_DT,datetime,NULL,
CB_COLCT,MEMBERID,nvarchar(20),NULL,
CB_COLCT,MEMBERNM,nvarchar(40),NULL,
CB_COLCT,AGENCY,nvarchar(35),NULL,
CB_COLCT,CREDITOR,nvarchar(45),NULL,
CB_COLCT,AMOUNT,"decimal(18,3)",NULL,
CB_COLCT,BALANCE,"decimal(18,3)",NULL,
CB_COLCT,BAL_DATE,datetime,NULL,
CB_COLCT,STATUS,nvarchar(60),NULL,
CB_COLCT,STAT_DT,datetime,NULL,
CB_COLCT,PAID_DT,datetime,NULL,
CB_COLCT,ECOA,nchar(1),NULL,
CB_COLCT,COM1SER,int,NULL,
CB_COLCT,COM2SER,int,NULL,
CB_COLCT,LSTACTDT,datetime,NULL,
CB_COLCT,ACCT_TYP,nvarchar(10),NULL,
CB_COLCT,ACCTNUM,nvarchar(80),NULL,
CB_COLCT,CODE,nvarchar(25),NULL,
CB_COLCT,APPLIES2,nchar(1),NULL,
CB_ID,BORNUM,int,NOT NULL,Yes
CB_ID,BORDBID,nchar(5),NOT NULL,Yes
CB_ID,CB_LNUM,nchar(20),NOT NULL,Yes
CB_ID,CB_SRC,nchar(10),NOT NULL,Yes
CB_ID,CB_DBID,nchar(5),NOT NULL,
CB_ID,CB_COUNT,int,NOT NULL,
CB_ID,SSN,nchar(20),NULL,
CB_ID,SPSE_SSN,nchar(20),NULL,
CB_ID,FNAME,nchar(20),NULL,
CB_ID,MNAME,nchar(20),NULL,
CB_ID,LNAME,nchar(30),NULL,
CB_ID,SUFFIX,nchar(10),NULL,
CB_ID,SPSE_NAM,nchar(60),NULL,
CB_ID,AGE_DOB,nchar(10),NULL,
CB_ID,DATE_DTH,datetime,NULL,
CB_ID,SPSE_DTH,datetime,NULL,
CB_ID,PHONE,nvarchar(25),NULL,
CB_ID,FILEDATE,datetime,NULL,
CB_ID,LASTACT,datetime,NULL,
CB_ID,REPTDATE,datetime,NULL,
CB_ID,CONTACT,nchar(80),NULL,
CB_ID,CNTCTNUM,nchar(80),NULL,
CB_ID,PRI_RQST,nchar(1),NULL,
CB_INQRY,LNUM,nchar(20),NOT NULL,Yes
CB_INQRY,CBSOURCE,nchar(10),NOT NULL,Yes
CB_INQRY,BOR_NUM,int,NOT NULL,Yes
CB_INQRY,BOR_DBID,nchar(5),NOT NULL,Yes
CB_INQRY,CNTR,int,NOT NULL,Yes
CB_INQRY,DBID,nchar(5),NOT NULL,Yes
CB_INQRY,CB_NAME,nchar(25),NULL,
CB_INQRY,RPTDATE,datetime,NULL,
CB_INQRY,MEMBERID,nvarchar(40),NULL,
CB_INQRY,MEMNAME,nvarchar(40),NULL,
CB_INQRY,ECOA,nchar(1),NULL,
CB_INQRY,CODE,nvarchar(80),NULL,
CB_INQRY,LOANTYPE,nvarchar(80),NULL,
CB_INQRY,AMOUNT,"decimal(18,3)",NULL,
CB_INQRY,TERMS,nvarchar(3),NULL,
CB_INQRY,APPLIES2,nchar(1),NULL,
CB_INQRY,INQRY_DT,datetime,NULL,
CB_INQRY,VERIF_DT,datetime,NULL,
CB_INQRY,CODE1,nvarchar(100),NULL,
CB_PUBLC,LNUM,nchar(20),NOT NULL,Yes
CB_PUBLC,CBSOURCE,nchar(10),NOT NULL,Yes
CB_PUBLC,BOR_NUM,int,NOT NULL,Yes
CB_PUBLC,BOR_DBID,nchar(5),NOT NULL,Yes
CB_PUBLC,CNTR,int,NOT NULL,Yes
CB_PUBLC,DBID,nchar(5),NOT NULL,Yes
CB_PUBLC,CB_NAME,nchar(25),NULL,
CB_PUBLC,DOCKET,nvarchar(60),NULL,
CB_PUBLC,COURTID,nvarchar(70),NULL,
CB_PUBLC,CRT_NAME,nvarchar(90),NULL,
CB_PUBLC,PLAINTIF,nvarchar(80),NULL,
CB_PUBLC,ATTORNEY,nvarchar(60),NULL,
CB_PUBLC,DEFENDNT,nvarchar(80),NULL,
CB_PUBLC,GARNISHE,nvarchar(50),NULL,
CB_PUBLC,PU_TYPE,nvarchar(40),NULL,
CB_PUBLC,RPT_DATE,datetime,NULL,
CB_PUBLC,VERIF_DT,datetime,NULL,
CB_PUBLC,PAID_DT,datetime,NULL,
CB_PUBLC,AMOUNT,"decimal(18,3)",NULL,
CB_PUBLC,ASSETS,"decimal(18,3)",NULL,
CB_PUBLC,LIAB,"decimal(18,3)",NULL,
CB_PUBLC,EXEMPT,"decimal(18,3)",NULL,
CB_PUBLC,ECOA,nchar(1),NULL,
CB_PUBLC,COM1SER,int,NULL,
CB_PUBLC,COM2SER,int,NULL,
CB_PUBLC,CODE,nvarchar(25),NULL,
CB_PUBLC,APPLIES2,nchar(1),NULL,
CB_PUBLC,BANKRPCY,nchar(1),NULL,
CB_PUBLC,MTHSSNCB,int,NOT NULL,
CB_PUBLC,GFS_STAT,nchar(1),NULL,
CB_PUBLC,CUST_NAR,nvarchar(40),NULL,
CB_PUBLC,TYPE_CD,nchar(1),NULL,
CB_PUBLC,STAT_CD,nchar(1),NULL,
CB_PUBLC,FILE_DT,datetime,NULL,
CB_PUBLC,PAYFREQ,nvarchar(100),NULL,
CB_PUBLC,BANKRPCYCODE,nvarchar(100),NULL,
CB_PUBLC,AMTTYPE,nvarchar(100),NULL,
CB_PUBLC,PU_CLASS,nvarchar(30),NULL,
CB_PUBLC,SATISFYDATE,datetime,NULL,
CB_PUBLC,STATUS,nvarchar(30),NULL,
CB_PUBLC,REMARK1,nvarchar(10),NULL,
CB_PUBLC,REMARK2,nvarchar(10),NULL,
CB_REQST,LNUM,nchar(20),NOT NULL,Yes
CB_REQST,CBSOURCE,nchar(10),NOT NULL,Yes
CB_REQST,CNTR,int,NOT NULL,Yes
CB_REQST,DBID,nchar(5),NOT NULL,Yes
CB_REQST,PRI_BNUM,int,NULL,
CB_REQST,PRI_DBID,nchar(5),NULL,
CB_REQST,REQ_DATE,datetime,NULL,
CB_REQST,COR_DBC,nchar(10),NULL,
CB_REQST,DATAFILE,nvarchar(50),NULL,
CB_REQST,DATASTAT,nchar(1),NULL,
CB_REQST,VIEWFILE,nvarchar(50),NULL,
CB_REQST,VIEWSTAT,nchar(1),NULL,
CB_REQST,VIEW_SER,int,NULL,
CB_REQST,ERRCODE,nchar(1),NULL,
CB_REQST,TYPE,nvarchar(40),NULL,
CB_REQST,REF_ID,nvarchar(50),NULL,
CB_REQST,ACTIONID,nchar(2),NULL,
CB_REQST,MERGTYPE,nchar(2),NULL,
CB_REQST,COM_SER,int,NULL,
CB_REQST,ID_SEG_ERR,nchar(1),NULL,
CB_REQST,TYPE_CODE,nchar(1),NULL,
CB_REQST,AGNCY_ID,int,NULL,
CB_REQST,AGENCY,nvarchar(50),NULL,
CB_REQST,VIEW_DBID,nchar(5),NULL,
CB_SCORE,LNUM,nchar(20),NOT NULL,Yes
CB_SCORE,CBSOURCE,nchar(10),NOT NULL,Yes
CB_SCORE,BOR_NUM,int,NOT NULL,Yes
CB_SCORE,BOR_DBID,nchar(5),NOT NULL,Yes
CB_SCORE,DBID,nchar(5),NOT NULL,Yes
CB_SCORE,CNTR,int,NOT NULL,Yes
CB_SCORE,CB_NAME,nchar(25),NULL,
CB_SCORE,PRODUCT,nvarchar(50),NULL,
CB_SCORE,SCORE,"decimal(16,6)",NOT NULL,
CB_SCORE,SIGN,nchar(1),NULL,
CB_SCORE,COM1SER,int,NULL,
CB_SCORE,COM2SER,int,NULL,
CB_SCORE,COM3SER,int,NULL,
CB_SCORE,COM4SER,int,NULL,
CB_SCORE,REJECT,nvarchar(105),NULL,
CB_SCORE,APPLIES2,nchar(1),NULL,
CB_SCORE,PREFERED,nchar(1),NULL,
CB_SCORE,SET_SCORE,nchar(1),NULL,
CB_SCORE,SCORE_TYPE,nchar(1),NULL,
CB_SCORE,SCOREDATE,datetime,NULL,
CB_SCORE,GFS_CLEARED,nchar(1),NULL,
CB_SCORE,GFS_CLEARCOMSER,int,NULL,
CB_SCORE,SAFESCAN,nchar(1),NULL,
CB_SCORE,GFS_CLEARCOMDBID,nchar(5),NULL,
CB_SCORE,RESCORE,nchar(1),NULL,
CB_SCORE,RSK_FACTOR1,int,NULL,
CB_SCORE,RSK_FACTOR2,int,NULL,
CB_SCORE,RSK_FACTOR3,int,NULL,
CB_SCORE,RSK_FACTOR4,int,NULL,
CB_SCORE,FCTRDESC1,nvarchar(90),NULL,
CB_SCORE,FCTRDESC2,nvarchar(90),NULL,
CB_SCORE,FCTRDESC3,nvarchar(90),NULL,
CB_SCORE,FCTRDESC4,nvarchar(90),NULL,
CB_SCORE,HITLEVEL,int,NULL,
CB_SCORE,MODEL_NUM,int,NULL,
CB_SCORE,NARLSER,int,NULL,
CB_SCORE,REASON1,nchar(5),NULL,
CB_SCORE,REASON2,nchar(5),NULL,
CB_SCORE,REASON3,nchar(5),NULL,
CB_SCORE,REASON4,nchar(5),NULL,
CB_SCORE,SCORENUM,nchar(1),NULL,
