ALIAS||CATEGORY||CREATE_DATE||DBSYMBOL||DESCRIPT||FLDNAME||MISMO_VALUE||MODIFY_DATE||PROFID||REC_CUSTOM||REFCODE||SRCENV||SYMBOLID
"CLT_PROP"||||7/24/2022 10:39:00 PM||"CLT_PROP"||"Stores a [Y]es or [N]o flag indicating whether the property is unacceptable."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31947
"COLLECTION"||||7/24/2022 10:39:00 PM||"COLLACTN"||"This column holds a flag that indicates an collection action or judgement."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31948
"COLLSUFF"||||7/24/2022 10:39:00 PM||"COLLSUFF"||"Stores a [Y]es or [N]o flag indicating whether the collateral is inadequate."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31949
"CREDIT_INQUIRIES"||||7/24/2022 10:39:00 PM||"CRDINQ"||"This column holds a flag that indicates an increased number of inquires on the credit report."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31952
"CRDT_OTH"||||7/24/2022 10:39:00 PM||"CRDT_OTH"||"Stores a [Y]es or [N]o flag indicating whether the credit decision was based on an outside source."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31950
"CRDTREF"||||7/24/2022 10:39:00 PM||"CRDTREF"||"Stores a [Y]es or [N]o flag indicating whether the borrower has unacceptable credit references."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31951
"CTL_LOCORCOND"||||7/24/2022 10:39:00 PM||"CTLLOCON"||"Stores the location or condition of Collateral property"||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31953
"DELCRDOB"||||7/24/2022 10:39:00 PM||"DELCRDOB"||"Stores a [Y]es or [N]o flag indicating whether the borrower has delinquent credit obligations."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31954
"DELIVERED"||||7/24/2022 10:39:00 PM||"DELIVERD"||"Flag indicating report was delivered."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31955
"DENFHLMC"||||7/24/2022 10:39:00 PM||"DENFHLMC"||"Stores a [Y]es or [N]o flag indicating whether this application was denied by FHLMC."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31956
"DENOTHR1"||||7/24/2022 10:39:00 PM||"DENOTHR1"||"Stores a [Y]es or [N]o flag indicating whether this application was denied by the agency named in the first other description."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31957
"DENY_HUD"||||7/24/2022 10:39:00 PM||"DENY_HUD"||"Stores a [Y]es or [N]o flag indicating whether this application was denied by HUD."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31958
"DENY_VA"||||7/24/2022 10:39:00 PM||"DENY_VA"||"Stores a [Y]es or [N]o flag indicating whether this application was denied by the VA."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31959
"DENYFNMA"||||7/24/2022 10:39:00 PM||"DENYFNMA"||"Stores a [Y]es or [N]o flag indicating whether this application was denied by FNMA."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31960
"EMAILED"||||7/24/2022 10:39:00 PM||"EMAILED"||"Flag indicating report was emailed."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31961
"EMPLENG"||||7/24/2022 10:39:00 PM||"EMPLENG"||"Stores a [Y]es or [N]o flag indicating whether the length of employment is acceptable."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31962
"EMPLTEMP"||||7/24/2022 10:39:00 PM||"EMPLTEMP"||"Stores a [Y]es or [N]o flag indicating whether the employment is temporary or irregular."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31963
"EXCSVOBL"||||7/24/2022 10:39:00 PM||"EXCSVOBL"||"Stores a [Y]es or [N]o flag indicating whether there are excessive obligations on the borrower."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31964
"FORECLOSURE"||||7/24/2022 10:39:00 PM||"FORECLSE"||"Indicates whether the borrower has directly or indirectly been obligated on any loan that resulted in foreclosure, transfer of title in lieu of foreclosure, or judgment. This information is collected on the URLA in Section VIII, line e."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31965
"GARNISH"||||7/24/2022 10:39:00 PM||"GARNISH"||"Stores a [Y]es or [N]o flag indicating whether there is garnishment, foreclosure, repossession, or law suits present."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31966
"INCEXCIN"||||7/24/2022 10:39:00 PM||"INCEXCIN"||"Stores a [Y]es or [N]o flag indicating whether there are excessive obligations on the borrower income."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31967
"INFOBTND"||||7/24/2022 10:39:00 PM||"INFOBTND"||"Stores a [Y]es or [N]o flag indicating whether the information was obtained from a consumer agency."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31968
"INSUFFCR"||||7/24/2022 10:39:00 PM||"INSUFFCR"||"Stores a [Y]es or [N]o flag indicating whether there are insufficient credit references."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31969
"INSUFFLE"||||7/24/2022 10:39:00 PM||"INSUFFLE"||"Stores a [Y]es or [N]o flag indicating whether there is an insufficient credit file."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31970
"INSUFFND"||||7/24/2022 10:39:00 PM||"INSUFFND"||"Stores a [Y]es or [N]o flag indicating whether there are insufficient funds to close loan."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31971
"INSUFINC"||||7/24/2022 10:39:00 PM||"INSUFINC"||"Stores a [Y]es or [N]o flag indicating whether there are insufficient income for amount of credit requested."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31972
"LIMCRDT"||||7/24/2022 10:39:00 PM||"LIMCRDT"||"Stores a [Y]es or [N]o flag indicating whether there are limited credit experience."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31973
"MAILED"||||7/24/2022 10:39:00 PM||"MAILED"||"Flag indicating report was mailed."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31974
"MTGINSDECLINED"||||7/24/2022 10:39:00 PM||"MTGISDEC"||"Stores a [Y]es or [N]o flag indicating whether mortgage insurance was declined."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31975
"NOCREDIT"||||7/24/2022 10:39:00 PM||"NOCREDIT"||"Stores a [Y]es or [N]o flag that indicates whether the lender will grant credit under the terms provided."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31977
"NOFILE"||||7/24/2022 10:39:00 PM||"NOFILE"||"Stores a [Y]es or [N]o flag indicating whether there is not a credit file."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31978
"NEVER_ON_REQ_TERMS"||||7/24/2022 10:39:00 PM||"NREQTERM"||"A flag for never grant credit on requested terms"||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31976
"OTHER2"||||7/24/2022 10:39:00 PM||"OTHER2"||"This column holds a flag that indicates other 2 denial reason."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31979
"OTHER3"||||7/24/2022 10:39:00 PM||"OTHER3"||"This column holds a flag that indicates other 3 denial reason."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31980
"OTHER4"||||7/24/2022 10:39:00 PM||"OTHER4"||"This column holds a flag that indicates other 4 denial reason."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31981
"OTHER5"||||7/24/2022 10:39:00 PM||"OTHER5"||"This column holds a flag that indicates other 5 denial reason."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31982
"OTHERBX1"||||7/24/2022 10:39:00 PM||"OTHERBX1"||"Stores a [Y]es or [N]o flag indicating whether other credit is available."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31983
"OTSDSOUR"||||7/24/2022 10:39:00 PM||"OTSDSOUR"||"Stores a [Y]es or [N]o flag indicating whether the credit decision is based on the results from a consumer reporting agency."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31984
"PAYMTUNA"||||7/24/2022 10:39:00 PM||"PAYMTUNA"||"Stores a [Y]es or [N]o flag indicating whether there is an unacceptable payment record on a previous mortgage."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31985
"POORCRED"||||7/24/2022 10:39:00 PM||"POORCRED"||"Stores a [Y]es or [N]o flag indicating whether there is a poor credit performance history."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31986
"RESLENG"||||7/24/2022 10:39:00 PM||"RESLENG"||"Stores a [Y]es or [N]o flag indicating whether the period of residence is too short."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31987
"TEMPRES"||||7/24/2022 10:39:00 PM||"TEMPRES"||"Stores a [Y]es or [N]o flag indicating whether the borrower has a temporary residence."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31988
"VRFYCRDT"||||7/24/2022 10:39:00 PM||"VRFYCRDT"||"Stores a [Y]es or [N]o flag indicating whether the references are unverifiable."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31989
"VRFYEMPL"||||7/24/2022 10:39:00 PM||"VRFYEMPL"||"Stores a [Y]es or [N]o flag indicating whether the employment is unverifiable."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31990
"VRFYINCM"||||7/24/2022 10:39:00 PM||"VRFYINCM"||"Stores a [Y]es or [N]o flag indicating whether the income is unverifiable."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31991
"VRFYRES"||||7/24/2022 10:39:00 PM||"VRFYRES"||"Stores a [Y]es or [N]o flag indicating whether the residence is unverifiable."||"AdvActIndReasonRef"||||7/24/2022 10:39:00 PM||||"N"||||"WGS"||31992
"Amount of New Obligations"||||10/3/2022 9:27:00 PM||"AA_ANO"||"Amount of New Obligations"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Amt of New Oblig"||"WGS"||32107
"Bankruptcy"||||10/3/2022 9:27:00 PM||"AA_BKRPT"||"Bankruptcy"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Bankruptcy"||"WGS"||32114
"Credit Application Incomplete"||||10/3/2022 9:27:00 PM||"AA_CAI"||"Credit Application Incomplete"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Incomplete Applctn"||"WGS"||32085
"Collection Action or Judgement"||||10/3/2022 9:27:00 PM||"AA_CAJ"||"Collection Action or Judgement"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Collection Action"||"WGS"||32111
"Credit Application Withdrawn"||||10/3/2022 9:27:00 PM||"AA_CAW"||"Credit Application Withdrawn"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Credit App Withdrawn"||"WGS"||32087
"Delinquent Credit Obligations with Others"||||10/3/2022 9:27:00 PM||"AA_DCOO"||"Delinquent Past or Present Credit Obligations with Others"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Delinquent Oblightn"||"WGS"||32110
"Excessive Obligations to Income"||||10/3/2022 9:27:00 PM||"AA_EORI"||" Excessive Obligations in Relation to Income"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Income Exc. Obl."||"WGS"||32095
"Excessive Obligations"||||10/3/2022 9:27:00 PM||"AA_EXOB"||"Excessive Obligations"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Excess Oblig"||"WGS"||32105
"Foreclosure Repossession"||||10/3/2022 9:27:00 PM||"AA_FCRE"||"Foreclosure Repossession"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Foreclosure"||"WGS"||32113
"Garnishment or Attachment"||||10/3/2022 9:27:00 PM||"AA_GAAT"||"Garnishment or Attachment"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Garnishment Ect."||"WGS"||32112
"Income Insufficient for Amount of Credit"||||10/3/2022 9:27:00 PM||"AA_IACR"||"Income Insufficient for Amount of Credit Requested"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Insuff. Income"||"WGS"||32094
"Insufficient Credit File"||||10/3/2022 9:27:00 PM||"AA_ICRF"||"Insufficient Credit File"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Insuff Credit File"||"WGS"||32103
"Insufficient Funds to Close Loan"||||10/3/2022 9:27:00 PM||"AA_IFCL"||"Insufficient Funds to Close the Loan"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Insuff FundsToClose"||"WGS"||32116
"Insufficient Liquid Assets / Net Worth"||||10/3/2022 9:27:00 PM||"AA_ILAN"||"Insufficient Liquid Assets and/or Net Worth/ Lack of Cash Reserves"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Lack Cash Reserves"||"WGS"||32096
" Insufficent Number of Credit"||||10/3/2022 9:27:00 PM||"AA_INCR"||" Insufficent Number of Credit References Provided"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Insuff. Credit Ref."||"WGS"||32088
"Insufficient Data- Property"||||10/3/2022 9:27:00 PM||"AA_INDPR"||"Insufficient Data- Property"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Insuff Data Property"||"WGS"||32120
"Insufficient Collateral Type"||||10/3/2022 9:27:00 PM||"AA_INSC"||"Value or Type of Collateral not Sufficient:"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Insuff. Collateral"||"WGS"||32118
"Location/Condition of the Collateral Property"||||10/3/2022 9:27:00 PM||"AA_LCCP"||"Location or Condition of the Collateral Property (that had an estimated market value of <Appraised Value> on which the Creditor relied and the credit decision was made)"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"LocConOfColPrpty"||"WGS"||32123
"Limited Credit Experience"||||10/3/2022 9:27:00 PM||"AA_LCE"||"Limited Credit Experience"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Limited Credit Exp"||"WGS"||32086
"Length of Employment"||||10/3/2022 9:27:00 PM||"AA_LOE"||"Length of Employment"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Employment Length"||"WGS"||32093
"Length of Residence"||||10/3/2022 9:27:00 PM||"AA_LOR"||"Length of Residence"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Residence Length"||"WGS"||32099
"Inquires on Credit Bureau Report"||||10/3/2022 9:27:00 PM||"AA_NCBR"||"Number of Inquires on Credit Bureau Report"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Numb Credit Inquires"||"WGS"||32115
"No Credit File"||||10/3/2022 9:27:00 PM||"AA_NCRF"||"No Credit File"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"No Credit File"||"WGS"||32102
"Not Eligible for Credit Union Membership"||||10/3/2022 9:27:00 PM||"AA_NCUM"||"Not Eligible for Credit Union Membership"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Not Elgbl CU Member"||"WGS"||32108
"Cannot grant credit on the requested terms and conditions"||||10/3/2022 9:27:00 PM||"AA_NORT"||"We do not grant credit to any applicant on the terms and conditions you have requested."||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Never On Req Terms"||"WGS"||32117
" Poor Credit Performance with Us"||||10/3/2022 9:27:00 PM||"AA_PCRP"||" Poor Credit Performance with Us"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Poor Credit Perf."||"WGS"||32109
"High Revolving Account Balances"||||10/3/2022 9:27:00 PM||"AA_RABC"||"Revolving Account Balances Too High in Proportion to Credit Limits"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Rev Bal Too High"||"WGS"||32104
"Temporary Residence"||||10/3/2022 9:27:00 PM||"AA_TER"||"Temporary Residence"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Temp Residence"||"WGS"||32100
"Temporary or Irregular Employment"||||10/3/2022 9:27:00 PM||"AA_TIE"||"Temporary or Irregular Employment"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Temp. Employment"||"WGS"||32091
"Unacceptable Appraisal"||||10/3/2022 9:27:00 PM||"AA_UNAPR"||"Unacceptable Appraisal"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Unaccept Appraisal"||"WGS"||32121
"Unacceptable Leasehold Estate"||||10/3/2022 9:27:00 PM||"AA_UNLE"||"Unacceptable Leasehold Estate"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Unaccept Leasehold"||"WGS"||32122
"Unacceptable Property"||||10/3/2022 9:27:00 PM||"AA_UNPR"||"Unacceptable Property"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"UnacceptableProperty"||"WGS"||32119
"Unacceptable Payment Record on Previous Mortgage"||||10/3/2022 9:27:00 PM||"AA_UPR"||"Unacceptable Payment Record on Previous Mortgage"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Unaccept PrevMtg Pmt"||"WGS"||32097
"Unacceptable Type of Credit"||||10/3/2022 9:27:00 PM||"AA_UTCR"||"Unacceptable Type of Credit References Provided"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Unaccept Credit Ref"||"WGS"||32089
"Unable to Verify Credit"||||10/3/2022 9:27:00 PM||"AA_UVCR"||"Unable to Verify Credit References"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Verify Credit"||"WGS"||32090
"Unable to Verify Employment"||||10/3/2022 9:27:00 PM||"AA_UVE"||"Unable to Verify Employment"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Verify Employment"||"WGS"||32092
"Unable to Verify Identity"||||10/3/2022 9:27:00 PM||"AA_UVID"||"Unable to Verify Identity"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Adv Verify Identity"||"WGS"||32106
"Unable to Verify Income"||||10/3/2022 9:27:00 PM||"AA_UVIN"||"Unable to Verify Income"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Adv Verify Income"||"WGS"||32098
"Unable to Verify Residence"||||10/3/2022 9:27:00 PM||"AA_UVR"||"Unable to Verify Residence"||"Adverse Action Types"||||10/31/2022 12:14:36 AM||||"N"||"Verify Residence"||"WGS"||32101
"Non Affiliate Loan"||||10/7/2022 7:20:11 AM||"AFLS_N"||"Non Affiliate Loan"||"Affl Loan Selection"||||10/7/2022 7:20:11 AM||||"N"||||"WGS"||32018
"Affiliate Loan"||||10/7/2022 7:20:11 AM||"AFLS_Y"||"Affiliate Loan"||"Affl Loan Selection"||||10/7/2022 7:20:11 AM||||"N"||||"WGS"||32019
"Affordable Gold 5"||0||9/12/2018 4:14:42 PM||"AP_AG5"||"Affordable Gold 5"||"Affordable Product"||||6/11/2020 2:21:57 AM||||||"1"||||86
"Affordable Gold 97"||0||9/12/2018 4:14:42 PM||"AP_AG97"||"Affordable Gold 97"||"Affordable Product"||||6/11/2020 2:21:57 AM||||||"3"||||87
"Not Affordable Prdct"||0||9/12/2018 4:14:42 PM||"AP_NAP"||"Not Affordable Prdct"||"Affordable Product"||||6/11/2020 2:21:57 AM||||||"0"||||88
"Spec Negot Afford 5"||0||9/12/2018 4:14:42 PM||"AP_SFA5"||"Spec Negot Afford 5"||"Affordable Product"||||6/11/2020 2:21:57 AM||||||"4"||||89
"Spec Negot Afford 32"||0||9/12/2018 4:14:42 PM||"AP_SNA32"||"Spec Negot Afford 32"||"Affordable Product"||||6/11/2020 2:21:57 AM||||||"5"||||90
"Comnty Land Trusts"||||9/12/2018 4:14:42 PM||"AGCY_CLT"||"Community Land Trusts"||"Agency SPL Products"||""||6/11/2020 2:21:57 AM||||||||||21197
"Comty Sc Subzd SlPri"||||9/12/2018 4:14:42 PM||"AGCY_CSP"||"Community Seconds with a Subsidized Sales Price"||"Agency SPL Products"||""||6/11/2020 2:21:57 AM||||||||||21198
"Ln wit Resal Restrct"||||9/12/2018 4:14:42 PM||"ASP_LRR"||"Loans with Resale Restrictions"||"Agency SPL Products"||""||6/11/2020 2:21:57 AM||||||||||21196
"Approved"||||10/29/2022 11:12:00 AM||"AF_APPR"||"Alloy Fraud Approved"||"AlloyFraudOutcomes"||||10/29/2022 11:12:00 AM||||"N"||||"WGS"||32191
"Denied"||||10/29/2022 11:12:00 AM||"AF_DENI"||"Alloy Fraud Denied"||"AlloyFraudOutcomes"||||10/29/2022 11:12:00 AM||||"N"||||"WGS"||32192
"Manual Review"||||10/29/2022 11:12:00 AM||"AF_MRVIW"||"Alloy Fraud Manual Review"||"AlloyFraudOutcomes"||||10/29/2022 11:12:00 AM||||"N"||||"WGS"||32193
"Classic Neg Am"||0||9/12/2018 4:14:42 PM||"ASTCLNEG"||"Classic Negative Amortization"||"Amortization SubType"||""||6/11/2020 2:21:57 AM||||||"2"||||5895
"Dsc Neg Am Fully Am"||0||9/12/2018 4:14:42 PM||"ASTDSCFN"||"Pay Option ARM,Discounted Pmt Rate for Initial Rate, Fully Amort at Max Neg Bal"||"Amortization SubType"||""||6/11/2020 2:21:57 AM||||||"5"||||5898
"Discount Neg Am"||0||9/12/2018 4:14:42 PM||"ASTDSCNG"||"Pay Option ARM,Discounted Pmt Rate for Initial Rate"||"Amortization SubType"||""||6/11/2020 2:21:57 AM||||||"4"||||5897
"Interest Only Neg PI"||0||9/12/2018 4:14:42 PM||"ASTIONPI"||"Pay Option IO Neg Am Using Submitted PI Payment as Initial Payment"||"Amortization SubType"||""||6/11/2020 2:21:57 AM||||||"3"||||5896
"Multi Pmt NegPIFully"||0||9/12/2018 4:14:42 PM||"ASTMNPIF"||"Pay Option ARM, using submt PI as Initial Pmt, when Max Neg Bal Fully Amort"||"Amortization SubType"||""||6/11/2020 2:21:57 AM||||||"7"||||5900
"Multi Pmt Neg PI"||0||9/12/2018 4:14:42 PM||"ASTMPNPI"||"Pay Option ARM, using submt PI as Initial Pmt, when Max Neg Bal IO until Recast"||"Amortization SubType"||""||6/11/2020 2:21:57 AM||||||"6"||||5899
"No Neg Amort"||0||9/12/2018 4:14:42 PM||"ASTNONEG"||"No Negative Amortization"||"Amortization SubType"||""||6/11/2020 2:21:57 AM||||||"1"||||5894
"Rule of 78s"||||9/12/2018 4:14:42 PM||"AT_78S"||"Rule of 78s"||"Amortization Type"||"Ruleof78s"||6/11/2020 2:21:57 AM||||||"R78"||||91
"Adj Pymt/Index Based"||||9/12/2018 4:14:42 PM||"AT_ARM"||"Adj Pymt/Index Based"||"Amortization Type"||"AdjustableRate"||6/11/2020 2:21:57 AM||||||"01"||||92
"Fixed Payment"||||9/12/2018 4:14:42 PM||"AT_FP"||"Fixed Payment"||"Amortization Type"||"Fixed"||6/11/2020 2:21:57 AM||||||"05"||||93
"Growing Equity Mtg"||||9/12/2018 4:14:42 PM||"AT_GEM"||"Growing Equity Mtg"||"Amortization Type"||"GrowingEquityMortgage"||6/11/2020 2:21:57 AM||||||"04"||||94
"Graduated Pymt-ARM"||||9/12/2018 4:14:42 PM||"AT_GPARM"||"Graduated Pymt-ARM"||"Amortization Type"||"GraduatedPaymentARM"||6/11/2020 2:21:57 AM||||||"08"||||95
"Graduated Pymt Mtg"||||9/12/2018 4:14:42 PM||"AT_GPM"||"Graduated Pymt Mtg"||"Amortization Type"||"GraduatedPaymentMortgage"||6/11/2020 2:21:57 AM||||||"06"||||96
"Other Amort Type"||||9/12/2018 4:14:42 PM||"AT_OTH"||"Other Amort Type"||"Amortization Type"||"OtherAmortizationType"||6/11/2020 2:21:57 AM||||||"13"||||97
"Reverse Mortgage"||||9/12/2018 4:14:42 PM||"AT_REV"||"Reverse Mortgage"||"Amortization Type"||"ReverseMortgage"||6/11/2020 2:21:57 AM||||||"RM"||||98
"Rate Improvement"||||9/12/2018 4:14:42 PM||"AT_RI"||"Rate Improvement Mortgage"||"Amortization Type"||"RateImprovementMortgage"||6/11/2020 2:21:57 AM||||||"0"||||99
"Daily Simple Int"||||9/12/2018 4:14:42 PM||"AT_SDI"||"Daily Simple Int"||"Amortization Type"||"DailySimpleInterest"||6/11/2020 2:21:57 AM||||||"1"||||100
"Step Rate"||||9/12/2018 4:14:42 PM||"AT_SR"||"Step Rate"||"Amortization Type"||"Step"||6/11/2020 2:21:57 AM||||||"14"||||101
"Closing Costs Assist"||||9/12/2018 4:14:42 PM||"APT_CC"||"Closing Costs Assistance"||"AP Assist Type"||||6/11/2020 2:21:57 AM||||||||||102
"Down Payment Assist"||||9/12/2018 4:14:42 PM||"APT_DPMT"||"Down Payment Assistance"||"AP Assist Type"||||6/11/2020 2:21:57 AM||||||||||103
"Monthly Pmt Assist"||||9/12/2018 4:14:42 PM||"APT_MPMT"||"Monthly Payment Assistance"||"AP Assist Type"||||6/11/2020 2:21:57 AM||||||||||104
"Forgivable"||||9/12/2018 4:14:42 PM||"RT_FRGV"||"Forgivable"||"AP Rate Type"||||6/11/2020 2:21:57 AM||||||||||105
"Loan Term Interest"||||9/12/2018 4:14:42 PM||"RT_LNTRM"||"Loan Term Interest Rate"||"AP Rate Type"||||6/11/2020 2:21:57 AM||||||||||106
"Other"||||9/12/2018 4:14:42 PM||"RT_OTHER"||"Other"||"AP Rate Type"||||6/11/2020 2:21:57 AM||||||||||107
